C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A042,R086,01-00-04,PRINCE ST,NR,BMT,05/19/2016,00:00:00,REGULAR,0002137423,0008578660                                             
A042,R086,01-00-04,PRINCE ST,NR,BMT,05/19/2016,04:00:00,REGULAR,0002137432,0008578675                                             
A042,R086,01-00-04,PRINCE ST,NR,BMT,05/19/2016,08:00:00,REGULAR,0002137439,0008578850                                             
A042,R086,01-00-04,PRINCE ST,NR,BMT,05/19/2016,12:00:00,REGULAR,0002137528,0008579658                                             
A042,R086,01-00-04,PRINCE ST,NR,BMT,05/19/2016,16:00:00,REGULAR,0002137719,0008580337                                             
A042,R086,01-00-04,PRINCE ST,NR,BMT,05/19/2016,20:00:00,REGULAR,0002138123,0008581090                                             
A042,R086,01-00-04,PRINCE ST,NR,BMT,05/20/2016,00:00:00,REGULAR,0002138266,0008581256                                             
A042,R086,01-00-04,PRINCE ST,NR,BMT,05/20/2016,04:00:00,REGULAR,0002138278,0008581279                                             
A042,R086,01-00-04,PRINCE ST,NR,BMT,05/20/2016,08:00:00,REGULAR,0002138287,0008581449                                             
A042,R086,01-00-04,PRINCE ST,NR,BMT,05/20/2016,12:00:00,REGULAR,0002138349,0008582218                                             
A042,R086,01-00-04,PRINCE ST,NR,BMT,05/20/2016,16:00:00,REGULAR,0002138567,0008582892                                             
A042,R086,01-00-04,PRINCE ST,NR,BMT,05/20/2016,20:00:00,REGULAR,0002138994,0008583585                                             
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/14/2016,01:00:00,REGULAR,0369600546,0453583112                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/14/2016,05:00:00,REGULAR,0369600577,0453583116                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/14/2016,09:00:00,REGULAR,0369600592,0453583223                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/14/2016,13:00:00,REGULAR,0369600678,0453583744                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/14/2016,17:00:00,REGULAR,0369600995,0453584349                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/14/2016,21:00:00,REGULAR,0369601513,0453584746                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/15/2016,01:00:00,REGULAR,0369601689,0453584819                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/15/2016,05:00:00,REGULAR,0369601722,0453584821                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/15/2016,09:00:00,REGULAR,0369601734,0453584873                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/15/2016,13:00:00,REGULAR,0369601818,0453585226                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/15/2016,17:00:00,REGULAR,0369602127,0453585658                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/15/2016,21:00:00,REGULAR,0369602539,0453585975                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/16/2016,01:00:00,REGULAR,0369602633,0453586004                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/16/2016,05:00:00,REGULAR,0369602641,0453586008                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/16/2016,09:00:00,REGULAR,0369602684,0453586444                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/16/2016,13:00:00,REGULAR,0369602804,0453587096                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/16/2016,17:00:00,REGULAR,0369603118,0453587506                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/16/2016,21:00:00,REGULAR,0369603995,0453587927                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/17/2016,01:00:00,REGULAR,0369604196,0453587964                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/17/2016,05:00:00,REGULAR,0369604208,0453587965                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/17/2016,09:00:00,REGULAR,0369604242,0453588359                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/17/2016,13:00:00,REGULAR,0369604332,0453589057                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/17/2016,17:00:00,REGULAR,0369604692,0453589455                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/17/2016,21:00:00,REGULAR,0369605546,0453589910                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/18/2016,01:00:00,REGULAR,0369605720,0453589955                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/18/2016,05:00:00,REGULAR,0369605731,0453589957                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/18/2016,09:00:00,REGULAR,0369605768,0453590373                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/18/2016,13:00:00,REGULAR,0369605874,0453591037                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/18/2016,17:00:00,REGULAR,0369606244,0453591416                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/18/2016,21:00:00,REGULAR,0369607189,0453591771                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/19/2016,01:00:00,REGULAR,0369607377,0453591816                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/19/2016,05:00:00,REGULAR,0369607389,0453591817                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/19/2016,09:00:00,REGULAR,0369607429,0453592187                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/19/2016,13:00:00,REGULAR,0369607554,0453592733                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/19/2016,17:00:00,REGULAR,0369607919,0453593136                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/19/2016,21:00:00,REGULAR,0369608746,0453593566                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/20/2016,01:00:00,REGULAR,0369608976,0453593610                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/20/2016,05:00:00,REGULAR,0369608988,0453593614                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/20/2016,09:00:00,REGULAR,0369609025,0453594035                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/20/2016,13:00:00,REGULAR,0369609157,0453594720                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/20/2016,17:00:00,REGULAR,0369609558,0453595173                                          
A043,R462,00-00-00,CANAL ST,JNQRZ6,BMT,05/20/2016,21:00:00,REGULAR,0369610399,0453595627                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/14/2016,01:00:00,REGULAR,0353337675,0437538821                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/14/2016,05:00:00,REGULAR,0353337722,0437538832                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/14/2016,09:00:00,REGULAR,0353337742,0437539048                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/14/2016,13:00:00,REGULAR,0353337845,0437539771                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/14/2016,17:00:00,REGULAR,0353338234,0437540609                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/14/2016,21:00:00,REGULAR,0353338800,0437541153                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/15/2016,01:00:00,REGULAR,0353339025,0437541274                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/15/2016,05:00:00,REGULAR,0353339063,0437541285                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/15/2016,09:00:00,REGULAR,0353339077,0437541368                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/15/2016,13:00:00,REGULAR,0353339144,0437541915                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/15/2016,17:00:00,REGULAR,0353339460,0437542574                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/15/2016,21:00:00,REGULAR,0353339886,0437542931                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/16/2016,01:00:00,REGULAR,0353340015,0437542996                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/16/2016,05:00:00,REGULAR,0353340022,0437542999                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/16/2016,09:00:00,REGULAR,0353340074,0437543606                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/16/2016,13:00:00,REGULAR,0353340208,0437544404                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/16/2016,17:00:00,REGULAR,0353340630,0437544936                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/16/2016,21:00:00,REGULAR,0353341580,0437545325                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/17/2016,01:00:00,REGULAR,0353341759,0437545400                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/17/2016,05:00:00,REGULAR,0353341773,0437545408                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/17/2016,09:00:00,REGULAR,0353341812,0437546019                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/17/2016,13:00:00,REGULAR,0353341928,0437546960                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/17/2016,17:00:00,REGULAR,0353342339,0437547450                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/17/2016,21:00:00,REGULAR,0353343299,0437547908                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/18/2016,01:00:00,REGULAR,0353343519,0437547977                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/18/2016,05:00:00,REGULAR,0353343536,0437547982                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/18/2016,09:00:00,REGULAR,0353343578,0437548622                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/18/2016,13:00:00,REGULAR,0353343699,0437549424                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/18/2016,17:00:00,REGULAR,0353344150,0437549957                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/18/2016,21:00:00,REGULAR,0353345067,0437550411                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/19/2016,01:00:00,REGULAR,0353345271,0437550477                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/19/2016,05:00:00,REGULAR,0353345283,0437550483                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/19/2016,09:00:00,REGULAR,0353345317,0437550996                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/19/2016,13:00:00,REGULAR,0353345466,0437551800                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/19/2016,17:00:00,REGULAR,0353345887,0437552313                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/19/2016,21:00:00,REGULAR,0353346787,0437552870                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/20/2016,01:00:00,REGULAR,0353347017,0437552930                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/20/2016,05:00:00,REGULAR,0353347030,0437552937                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/20/2016,09:00:00,REGULAR,0353347076,0437553446                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/20/2016,13:00:00,REGULAR,0353347204,0437554347                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/20/2016,17:00:00,REGULAR,0353347664,0437554879                                          
A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,05/20/2016,21:00:00,REGULAR,0353348577,0437555353                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/14/2016,01:00:00,REGULAR,0011044236,0010548896                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/14/2016,05:00:00,REGULAR,0011044293,0010548918                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/14/2016,09:00:00,REGULAR,0011044338,0010549145                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/14/2016,13:00:00,REGULAR,0011044527,0010549898                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/14/2016,17:00:00,REGULAR,0011045078,0010550479                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/14/2016,21:00:00,REGULAR,0011045834,0010550793                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/15/2016,01:00:00,REGULAR,0011046099,0010550907                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/15/2016,05:00:00,REGULAR,0011046162,0010550919                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/15/2016,09:00:00,REGULAR,0011046195,0010551043                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/15/2016,13:00:00,REGULAR,0011046343,0010551602                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/15/2016,17:00:00,REGULAR,0011046829,0010552137                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/15/2016,21:00:00,REGULAR,0011047378,0010552368                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/16/2016,01:00:00,REGULAR,0011047534,0010552419                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/16/2016,05:00:00,REGULAR,0011047547,0010552429                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/16/2016,09:00:00,REGULAR,0011047696,0010553162                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/16/2016,13:00:00,REGULAR,0011047962,0010554104                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/16/2016,17:00:00,REGULAR,0011048679,0010554446                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/16/2016,21:00:00,REGULAR,0011050014,0010554671                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/17/2016,01:00:00,REGULAR,0011050284,0010554728                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/17/2016,05:00:00,REGULAR,0011050304,0010554745                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/17/2016,09:00:00,REGULAR,0011050465,0010555453                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/17/2016,13:00:00,REGULAR,0011050709,0010556459                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/17/2016,17:00:00,REGULAR,0011051406,0010556814                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/17/2016,21:00:00,REGULAR,0011052725,0010556954                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/18/2016,01:00:00,REGULAR,0011053032,0010557017                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/18/2016,05:00:00,REGULAR,0011053056,0010557026                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/18/2016,09:00:00,REGULAR,0011053200,0010557729                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/18/2016,13:00:00,REGULAR,0011053474,0010558739                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/18/2016,17:00:00,REGULAR,0011054224,0010559098                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/18/2016,21:00:00,REGULAR,0011055636,0010559308                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/19/2016,01:00:00,REGULAR,0011055948,0010559354                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/19/2016,05:00:00,REGULAR,0011055967,0010559364                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/19/2016,09:00:00,REGULAR,0011056113,0010560098                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/19/2016,13:00:00,REGULAR,0011056374,0010560904                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/19/2016,17:00:00,REGULAR,0011057083,0010561309                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/19/2016,21:00:00,REGULAR,0011058442,0010561592                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/20/2016,01:00:00,REGULAR,0011058768,0010561656                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/20/2016,05:00:00,REGULAR,0011058798,0010561664                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/20/2016,09:00:00,REGULAR,0011058924,0010562352                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/20/2016,13:00:00,REGULAR,0011059226,0010563337                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/20/2016,17:00:00,REGULAR,0011060033,0010563704                                          
A043,R462,00-00-02,CANAL ST,JNQRZ6,BMT,05/20/2016,21:00:00,REGULAR,0011061333,0010563935                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/14/2016,01:00:00,REGULAR,0004036679,0002833909                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/14/2016,05:00:00,REGULAR,0004036701,0002833914                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/14/2016,09:00:00,REGULAR,0004036729,0002833953                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/14/2016,13:00:00,REGULAR,0004036863,0002834145                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/14/2016,17:00:00,REGULAR,0004037256,0002834393                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/14/2016,21:00:00,REGULAR,0004037594,0002834541                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/15/2016,01:00:00,REGULAR,0004037719,0002834578                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/15/2016,05:00:00,REGULAR,0004037735,0002834583                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/15/2016,09:00:00,REGULAR,0004037760,0002834612                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/15/2016,13:00:00,REGULAR,0004037887,0002834743                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/15/2016,17:00:00,REGULAR,0004038185,0002834989                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/15/2016,21:00:00,REGULAR,0004038442,0002835059                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/16/2016,01:00:00,REGULAR,0004038535,0002835085                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/16/2016,05:00:00,REGULAR,0004038540,0002835086                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/16/2016,09:00:00,REGULAR,0004038605,0002835178                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/16/2016,13:00:00,REGULAR,0004038849,0002835359                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/16/2016,17:00:00,REGULAR,0004039256,0002835547                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/16/2016,21:00:00,REGULAR,0004039725,0002835692                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/17/2016,01:00:00,REGULAR,0004039844,0002835722                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/17/2016,05:00:00,REGULAR,0004039851,0002835728                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/17/2016,09:00:00,REGULAR,0004039916,0002835839                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/17/2016,13:00:00,REGULAR,0004040120,0002836024                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/17/2016,17:00:00,REGULAR,0004040503,0002836210                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/17/2016,21:00:00,REGULAR,0004040985,0002836359                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/18/2016,01:00:00,REGULAR,0004041075,0002836378                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/18/2016,05:00:00,REGULAR,0004041084,0002836387                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/18/2016,09:00:00,REGULAR,0004041152,0002836501                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/18/2016,13:00:00,REGULAR,0004041346,0002836678                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/18/2016,17:00:00,REGULAR,0004041699,0002836899                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/18/2016,21:00:00,REGULAR,0004042220,0002837076                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/19/2016,01:00:00,REGULAR,0004042333,0002837090                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/19/2016,05:00:00,REGULAR,0004042343,0002837090                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/19/2016,09:00:00,REGULAR,0004042410,0002837175                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/19/2016,13:00:00,REGULAR,0004042648,0002837386                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/19/2016,17:00:00,REGULAR,0004043083,0002837601                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/19/2016,21:00:00,REGULAR,0004043523,0002837820                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/20/2016,01:00:00,REGULAR,0004043654,0002837847                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/20/2016,05:00:00,REGULAR,0004043667,0002837852                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/20/2016,09:00:00,REGULAR,0004043733,0002837939                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/20/2016,13:00:00,REGULAR,0004043951,0002838123                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/20/2016,17:00:00,REGULAR,0004044337,0002838320                                          
A043,R462,00-03-00,CANAL ST,JNQRZ6,BMT,05/20/2016,21:00:00,REGULAR,0004044776,0002838510                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/14/2016,01:00:00,REGULAR,0004098195,0001363112                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/14/2016,05:00:00,REGULAR,0004098219,0001363114                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/14/2016,09:00:00,REGULAR,0004098236,0001363127                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/14/2016,13:00:00,REGULAR,0004098350,0001363197                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/14/2016,17:00:00,REGULAR,0004098632,0001363338                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/14/2016,21:00:00,REGULAR,0004098896,0001363409                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/15/2016,01:00:00,REGULAR,0004099004,0001363417                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/15/2016,05:00:00,REGULAR,0004099019,0001363417                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/15/2016,09:00:00,REGULAR,0004099033,0001363422                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/15/2016,13:00:00,REGULAR,0004099125,0001363466                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/15/2016,17:00:00,REGULAR,0004099379,0001363559                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/15/2016,21:00:00,REGULAR,0004099613,0001363598                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/16/2016,01:00:00,REGULAR,0004099696,0001363603                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/16/2016,05:00:00,REGULAR,0004099702,0001363604                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/16/2016,09:00:00,REGULAR,0004099723,0001363635                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/16/2016,13:00:00,REGULAR,0004099863,0001363701                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/16/2016,17:00:00,REGULAR,0004100177,0001363774                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/16/2016,21:00:00,REGULAR,0004100503,0001363834                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/17/2016,01:00:00,REGULAR,0004100584,0001363846                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/17/2016,05:00:00,REGULAR,0004100588,0001363847                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/17/2016,09:00:00,REGULAR,0004100612,0001363872                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/17/2016,13:00:00,REGULAR,0004100760,0001363962                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/17/2016,17:00:00,REGULAR,0004101020,0001364028                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/17/2016,21:00:00,REGULAR,0004101335,0001364088                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/18/2016,01:00:00,REGULAR,0004101408,0001364093                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/18/2016,05:00:00,REGULAR,0004101408,0001364093                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/18/2016,09:00:00,REGULAR,0004101438,0001364122                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/18/2016,13:00:00,REGULAR,0004101593,0001364166                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/18/2016,17:00:00,REGULAR,0004101883,0001364242                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/18/2016,21:00:00,REGULAR,0004102232,0001364322                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/19/2016,01:00:00,REGULAR,0004102314,0001364325                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/19/2016,05:00:00,REGULAR,0004102319,0001364325                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/19/2016,09:00:00,REGULAR,0004102347,0001364348                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/19/2016,13:00:00,REGULAR,0004102526,0001364434                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/19/2016,17:00:00,REGULAR,0004102818,0001364560                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/19/2016,21:00:00,REGULAR,0004103133,0001364616                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/20/2016,01:00:00,REGULAR,0004103233,0001364622                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/20/2016,05:00:00,REGULAR,0004103239,0001364624                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/20/2016,09:00:00,REGULAR,0004103253,0001364650                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/20/2016,13:00:00,REGULAR,0004103384,0001364715                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/20/2016,17:00:00,REGULAR,0004103717,0001364803                                          
A043,R462,00-03-01,CANAL ST,JNQRZ6,BMT,05/20/2016,21:00:00,REGULAR,0004104055,0001364880                                          
