C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A050,R088,00-06-01,CORTLANDT ST,R,BMT,05/20/2016,01:00:00,REGULAR,0001716717,0000143030                                           
A050,R088,00-06-01,CORTLANDT ST,R,BMT,05/20/2016,05:00:00,REGULAR,0001716722,0000143030                                           
A050,R088,00-06-01,CORTLANDT ST,R,BMT,05/20/2016,09:00:00,REGULAR,0001716774,0000143064                                           
A050,R088,00-06-01,CORTLANDT ST,R,BMT,05/20/2016,13:00:00,REGULAR,0001716995,0000143082                                           
A050,R088,00-06-01,CORTLANDT ST,R,BMT,05/20/2016,17:00:00,REGULAR,0001717578,0000143104                                           
A050,R088,00-06-01,CORTLANDT ST,R,BMT,05/20/2016,21:00:00,REGULAR,0001718240,0000143124                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/14/2016,01:00:00,REGULAR,0001881452,0000263402                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/14/2016,05:00:00,REGULAR,0001881457,0000263403                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/14/2016,09:00:00,REGULAR,0001881477,0000263416                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/14/2016,13:00:00,REGULAR,0001881673,0000263455                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/14/2016,17:00:00,REGULAR,0001882156,0000263500                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/14/2016,21:00:00,REGULAR,0001882657,0000263528                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/15/2016,01:00:00,REGULAR,0001882735,0000263543                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/15/2016,05:00:00,REGULAR,0001882740,0000263545                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/15/2016,09:00:00,REGULAR,0001882763,0000263549                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/15/2016,13:00:00,REGULAR,0001882966,0000263584                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/15/2016,17:00:00,REGULAR,0001883413,0000263622                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/15/2016,21:00:00,REGULAR,0001883824,0000263641                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/16/2016,01:00:00,REGULAR,0001883878,0000263644                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/16/2016,05:00:00,REGULAR,0001883882,0000263645                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/16/2016,09:00:00,REGULAR,0001883959,0000263697                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/16/2016,13:00:00,REGULAR,0001884146,0000263788                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/16/2016,17:00:00,REGULAR,0001884547,0000263822                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/16/2016,21:00:00,REGULAR,0001885428,0000263852                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/17/2016,01:00:00,REGULAR,0001885540,0000263862                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/17/2016,05:00:00,REGULAR,0001885543,0000263864                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/17/2016,07:41:46,REGULAR,0001885572,0000263888                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/17/2016,09:00:00,REGULAR,0001885634,0000263907                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/17/2016,13:00:00,REGULAR,0001885854,0000263962                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/17/2016,17:00:00,REGULAR,0001886301,0000264002                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/17/2016,21:00:00,REGULAR,0001887192,0000264022                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/18/2016,01:00:00,REGULAR,0001887275,0000264030                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/18/2016,05:00:00,REGULAR,0001887279,0000264031                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/18/2016,09:00:00,REGULAR,0001887348,0000264084                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/18/2016,13:00:00,REGULAR,0001887534,0000264145                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/18/2016,17:00:00,REGULAR,0001887956,0000264182                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/18/2016,21:00:00,REGULAR,0001888814,0000264200                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/19/2016,01:00:00,REGULAR,0001888911,0000264210                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/19/2016,05:00:00,REGULAR,0001888920,0000264212                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/19/2016,09:00:00,REGULAR,0001888983,0000264275                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/19/2016,13:00:00,REGULAR,0001889190,0000264344                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/19/2016,17:00:00,REGULAR,0001889658,0000264367                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/19/2016,21:00:00,REGULAR,0001890662,0000264400                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/20/2016,01:00:00,REGULAR,0001890805,0000264414                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/20/2016,05:00:00,REGULAR,0001890817,0000264415                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/20/2016,09:00:00,REGULAR,0001890894,0000264467                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/20/2016,13:00:00,REGULAR,0001891098,0000264534                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/20/2016,17:00:00,REGULAR,0001891677,0000264570                                           
A050,R088,00-06-02,CORTLANDT ST,R,BMT,05/20/2016,21:00:00,REGULAR,0001892513,0000264596                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/14/2016,01:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/14/2016,05:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/14/2016,09:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/14/2016,13:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/14/2016,17:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/14/2016,21:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/15/2016,01:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/15/2016,05:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/15/2016,09:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/15/2016,13:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/15/2016,17:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/15/2016,21:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/16/2016,01:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/16/2016,05:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/16/2016,09:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/16/2016,13:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/16/2016,17:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/16/2016,21:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/17/2016,01:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/17/2016,05:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/17/2016,07:41:46,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/17/2016,09:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/17/2016,13:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/17/2016,17:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/17/2016,21:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/18/2016,01:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/18/2016,05:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/18/2016,09:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/18/2016,13:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/18/2016,17:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/18/2016,21:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/19/2016,01:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/19/2016,05:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/19/2016,09:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/19/2016,13:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/19/2016,17:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/19/2016,21:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/20/2016,01:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/20/2016,05:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/20/2016,09:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/20/2016,13:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/20/2016,17:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-03,CORTLANDT ST,R,BMT,05/20/2016,21:00:00,REGULAR,0000000767,0000000000                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/14/2016,01:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/14/2016,05:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/14/2016,09:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/14/2016,13:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/14/2016,17:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/14/2016,21:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/15/2016,01:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/15/2016,05:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/15/2016,09:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/15/2016,13:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/15/2016,17:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/15/2016,21:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/16/2016,01:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/16/2016,05:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/16/2016,09:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/16/2016,13:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/16/2016,17:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/16/2016,21:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/17/2016,01:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/17/2016,05:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/17/2016,07:41:46,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/17/2016,09:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/17/2016,13:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/17/2016,17:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/17/2016,21:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/18/2016,01:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/18/2016,05:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/18/2016,09:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/18/2016,13:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/18/2016,17:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/18/2016,21:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/19/2016,01:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/19/2016,05:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/19/2016,09:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/19/2016,13:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/19/2016,17:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/19/2016,21:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/20/2016,01:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/20/2016,05:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/20/2016,09:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/20/2016,13:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/20/2016,17:00:00,REGULAR,0000000000,0000000538                                           
A050,R088,00-06-04,CORTLANDT ST,R,BMT,05/20/2016,21:00:00,REGULAR,0000000000,0000000538                                           
A054,R227,01-00-00,RECTOR ST,R,BMT,05/14/2016,00:00:00,REGULAR,0004482699,0007070994                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/14/2016,04:00:00,REGULAR,0004482712,0007071000                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/14/2016,08:00:00,REGULAR,0004482735,0007071060                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/14/2016,12:00:00,REGULAR,0004482932,0007071212                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/14/2016,16:00:00,REGULAR,0004483188,0007071316                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/14/2016,20:00:00,REGULAR,0004483438,0007071385                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/15/2016,00:00:00,REGULAR,0004483525,0007071440                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/15/2016,04:00:00,REGULAR,0004483536,0007071445                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/15/2016,08:00:00,REGULAR,0004483556,0007071473                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/15/2016,12:00:00,REGULAR,0004483705,0007071582                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/15/2016,16:00:00,REGULAR,0004483896,0007071696                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/15/2016,20:00:00,REGULAR,0004484078,0007071758                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/16/2016,00:00:00,REGULAR,0004484115,0007071793                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/16/2016,04:00:00,REGULAR,0004484121,0007071798                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/16/2016,08:00:00,REGULAR,0004484194,0007071987                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/16/2016,08:15:14,REGULAR,0004484216,0007072005                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/16/2016,12:00:00,REGULAR,0004484468,0007072372                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/16/2016,16:00:00,REGULAR,0004484692,0007072512                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/16/2016,20:00:00,REGULAR,0004485139,0007072761                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/17/2016,00:00:00,REGULAR,0004485222,0007072797                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/17/2016,04:00:00,REGULAR,0004485229,0007072804                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/17/2016,08:00:00,REGULAR,0004485310,0007073002                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/17/2016,12:00:00,REGULAR,0004485642,0007073395                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/17/2016,16:00:00,REGULAR,0004485904,0007073542                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/17/2016,20:00:00,REGULAR,0004486467,0007073662                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/18/2016,00:00:00,REGULAR,0004486542,0007073704                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/18/2016,04:00:00,REGULAR,0004486550,0007073709                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/18/2016,08:00:00,REGULAR,0004486639,0007073857                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/18/2016,12:00:00,REGULAR,0004486912,0007074245                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/18/2016,16:00:00,REGULAR,0004487206,0007074410                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/18/2016,20:00:00,REGULAR,0004487750,0007074548                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/19/2016,00:00:00,REGULAR,0004487831,0007074592                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/19/2016,04:00:00,REGULAR,0004487844,0007074600                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/19/2016,08:00:00,REGULAR,0004487927,0007074775                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/19/2016,12:00:00,REGULAR,0004488233,0007075160                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/19/2016,16:00:00,REGULAR,0004488531,0007075319                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/19/2016,20:00:00,REGULAR,0004489081,0007075472                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/20/2016,00:00:00,REGULAR,0004489177,0007075519                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/20/2016,04:00:00,REGULAR,0004489185,0007075526                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/20/2016,08:00:00,REGULAR,0004489257,0007075699                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/20/2016,12:00:00,REGULAR,0004489564,0007076069                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/20/2016,16:00:00,REGULAR,0004489850,0007076222                                              
A054,R227,01-00-00,RECTOR ST,R,BMT,05/20/2016,20:00:00,REGULAR,0004490398,0007076319                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/14/2016,00:00:00,REGULAR,0002710270,0002056892                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/14/2016,04:00:00,REGULAR,0002710283,0002056894                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/14/2016,08:00:00,REGULAR,0002710294,0002056902                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/14/2016,12:00:00,REGULAR,0002710422,0002056933                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/14/2016,16:00:00,REGULAR,0002710623,0002056950                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/14/2016,20:00:00,REGULAR,0002710810,0002056975                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/15/2016,00:00:00,REGULAR,0002710869,0002056992                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/15/2016,04:00:00,REGULAR,0002710874,0002056992                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/15/2016,08:00:00,REGULAR,0002710889,0002056997                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/15/2016,12:00:00,REGULAR,0002710984,0002057016                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/15/2016,16:00:00,REGULAR,0002711134,0002057063                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/15/2016,20:00:00,REGULAR,0002711260,0002057091                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/16/2016,00:00:00,REGULAR,0002711287,0002057103                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/16/2016,04:00:00,REGULAR,0002711289,0002057103                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/16/2016,08:00:00,REGULAR,0002711316,0002057147                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/16/2016,08:15:14,REGULAR,0002711327,0002057148                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/16/2016,12:00:00,REGULAR,0002711459,0002057278                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/16/2016,16:00:00,REGULAR,0002711607,0002057300                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/16/2016,20:00:00,REGULAR,0002711876,0002057418                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/17/2016,00:00:00,REGULAR,0002711927,0002057425                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/17/2016,04:00:00,REGULAR,0002711931,0002057426                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/17/2016,08:00:00,REGULAR,0002711963,0002057460                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/17/2016,12:00:00,REGULAR,0002712140,0002057596                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/17/2016,16:00:00,REGULAR,0002712298,0002057637                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/17/2016,20:00:00,REGULAR,0002712609,0002057680                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/18/2016,00:00:00,REGULAR,0002712644,0002057683                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/18/2016,04:00:00,REGULAR,0002712650,0002057683                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/18/2016,08:00:00,REGULAR,0002712674,0002057715                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/18/2016,12:00:00,REGULAR,0002712830,0002057840                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/18/2016,16:00:00,REGULAR,0002713038,0002057875                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/18/2016,20:00:00,REGULAR,0002713369,0002057906                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/19/2016,00:00:00,REGULAR,0002713425,0002057911                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/19/2016,04:00:00,REGULAR,0002713431,0002057912                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/19/2016,08:00:00,REGULAR,0002713460,0002057965                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/19/2016,12:00:00,REGULAR,0002713618,0002058099                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/19/2016,16:00:00,REGULAR,0002713836,0002058131                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/19/2016,20:00:00,REGULAR,0002714145,0002058162                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/20/2016,00:00:00,REGULAR,0002714205,0002058176                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/20/2016,04:00:00,REGULAR,0002714215,0002058179                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/20/2016,08:00:00,REGULAR,0002714238,0002058226                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/20/2016,12:00:00,REGULAR,0002714407,0002058351                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/20/2016,16:00:00,REGULAR,0002714593,0002058389                                              
A054,R227,01-00-01,RECTOR ST,R,BMT,05/20/2016,20:00:00,REGULAR,0002714939,0002058420                                              
A054,R227,01-00-02,RECTOR ST,R,BMT,05/14/2016,00:00:00,REGULAR,0001456757,0000419534                                              
A054,R227,01-00-02,RECTOR ST,R,BMT,05/14/2016,04:00:00,REGULAR,0001456767,0000419537                                              
A054,R227,01-00-02,RECTOR ST,R,BMT,05/14/2016,08:00:00,REGULAR,0001456783,0000419543                                              
A054,R227,01-00-02,RECTOR ST,R,BMT,05/14/2016,12:00:00,REGULAR,0001456870,0000419556                                              
A054,R227,01-00-02,RECTOR ST,R,BMT,05/14/2016,16:00:00,REGULAR,0001456985,0000419571                                              
A054,R227,01-00-02,RECTOR ST,R,BMT,05/14/2016,20:00:00,REGULAR,0001457110,0000419590                                              
A054,R227,01-00-02,RECTOR ST,R,BMT,05/15/2016,00:00:00,REGULAR,0001457162,0000419592                                              
A054,R227,01-00-02,RECTOR ST,R,BMT,05/15/2016,04:00:00,REGULAR,0001457171,0000419597                                              
A054,R227,01-00-02,RECTOR ST,R,BMT,05/15/2016,08:00:00,REGULAR,0001457179,0000419599                                              
A054,R227,01-00-02,RECTOR ST,R,BMT,05/15/2016,12:00:00,REGULAR,0001457249,0000419608                                              
A054,R227,01-00-02,RECTOR ST,R,BMT,05/15/2016,16:00:00,REGULAR,0001457367,0000419619                                              
A054,R227,01-00-02,RECTOR ST,R,BMT,05/15/2016,20:00:00,REGULAR,0001457495,0000419628                                              
A054,R227,01-00-02,RECTOR ST,R,BMT,05/16/2016,00:00:00,REGULAR,0001457512,0000419635                                              
A054,R227,01-00-02,RECTOR ST,R,BMT,05/16/2016,04:00:00,REGULAR,0001457513,0000419635                                              
