     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,04/28/2018-05/04/2018,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,                                                                   
R139,CANAL STREET-LISPENARD ST     ,00053161,00002279,00000146,00000429,00000298,00022324,00032966,00000000,00000000,00000000,00000158,00000649,00000512,00000519,00003664,00001998,00001013,00000000,00001218,00000000,00000000,00000000,00002238,00000000,00000157,00000000,                                                                                                    
R140,QUEENS PLAZA-JACKSON AVE      ,00023052,00000987,00000182,00000387,00000070,00017931,00021089,00000000,00000000,00000000,00000089,00000221,00000348,00000052,00003083,00000520,00000586,00000000,00000729,00000000,00000000,00000000,00005156,00000000,00001502,00000000,                                                                                                    
R141,71ST AVE-CONTINENTAL AVE      ,00051254,00007183,00000590,00002051,00000074,00022263,00046021,00000000,00000000,00000000,00000104,00001156,00001568,00000059,00004515,00001944,00000851,00000000,00000439,00000000,00000000,00000000,00006874,00000000,00000537,00000000,                                                                                                    
R142,ESSEX ST-DELANCEY ST          ,00050341,00003293,00000370,00001152,00000056,00032672,00039181,00000000,00000000,00000000,00000131,00000615,00001307,00000026,00004353,00001051,00000907,00000000,00001248,00000000,00000000,00000000,00011253,00000000,00000321,00000000,                                                                                                    
R143,28TH STREET-PARK AVE SOUTH    ,00054059,00003268,00000242,00000648,00000183,00022876,00036530,00000000,00000000,00000000,00000215,00001069,00000751,00000181,00005971,00001727,00000976,00000000,00000847,00000000,00000000,00000000,00001896,00000000,00000222,00000000,                                                                                                    
R144,96TH STREET-LEXINGTON AVE     ,00035935,00003815,00000261,00000710,00000060,00017933,00029725,00000000,00000000,00000000,00000222,00000505,00000813,00000113,00002955,00001339,00000953,00000000,00000384,00000000,00000000,00000000,00005702,00000000,00000203,00000000,                                                                                                    
R145,241ST ST-WHITE PLAINS RD      ,00011246,00000644,00000160,00000114,00000009,00008358,00003424,00000000,00000000,00000000,00000009,00000041,00000568,00000000,00000371,00000018,00000031,00000000,00000051,00000000,00000000,00000000,00002305,00000000,00000161,00000000,                                                                                                    
R146,HUNTS PT AVE-SOUTHERN BLVD    ,00016330,00001050,00000215,00000439,00000001,00020776,00010119,00000000,00000000,00000000,00000045,00000059,00000704,00000003,00001324,00000111,00000074,00000000,00000068,00000000,00000000,00000000,00004364,00000000,00000428,00000000,                                                                                                    
R147,61ST STREET-ROOSEVELT AVE     ,00035072,00003040,00000283,00000919,00000280,00022015,00029208,00000000,00000000,00000000,00000020,00000335,00000980,00000318,00001809,00000643,00000489,00000000,00000460,00000000,00000000,00000000,00004956,00000000,00000473,00000000,                                                                                                    
R148,PARKSIDE AVE-OCEAN AVE        ,00012061,00000914,00000172,00000300,00000005,00010299,00012640,00000000,00000000,00000000,00000010,00000081,00000399,00000001,00001540,00000185,00000293,00000000,00000161,00000000,00000000,00000000,00001565,00000000,00000185,00000000,                                                                                                    
R149,NEWKIRK PLAZA                 ,00021047,00002175,00000341,00000664,00000009,00013782,00018821,00000000,00000000,00000000,00000027,00000268,00000749,00000013,00001845,00000405,00000378,00000000,00000140,00000000,00000000,00000000,00004175,00000000,00000581,00000000,                                                                                                    
R150,AVENUE U-EAST 16TH STREET     ,00014131,00001928,00000169,00000966,00000002,00006561,00014664,00000000,00000000,00000000,00000016,00000252,00000331,00000000,00000662,00000357,00000192,00000000,00000048,00000000,00000000,00000000,00002889,00000000,00000240,00000000,                                                                                                    
R151,STILLWELL AVE-CONEY ISLAND    ,00030243,00002168,00000388,00001415,00000010,00023882,00016334,00000001,00000000,00000000,00000034,00000139,00000850,00000020,00000795,00000231,00000173,00000000,00000693,00000000,00000000,00000000,00005677,00000000,00000608,00000000,                                                                                                    
R152,ROCKAWAY PKWY-GLENWOOD RD     ,00020760,00001227,00000341,00000607,00000010,00019856,00013814,00000000,00000000,00000000,00000046,00000228,00000527,00000001,00002366,00000178,00000163,00000000,00000096,00000000,00000000,00000000,00003947,00000000,00000413,00000000,                                                                                                    
R153,UTICA AVE-STUYVESANT AVE      ,00029489,00001473,00000573,00000579,00000005,00031706,00025551,00000000,00000000,00000000,00000036,00000215,00000796,00000002,00003094,00000259,00000452,00000000,00000527,00000000,00000000,00000000,00006438,00000000,00000414,00000000,                                                                                                    
R154,TREMONT AVE-179TH ST          ,00015748,00000959,00000276,00000367,00000009,00021518,00010290,00000000,00000000,00000000,00000019,00000103,00000669,00000002,00001188,00000075,00000144,00000000,00000109,00000001,00000000,00000000,00004059,00000000,00000630,00000000,                                                                                                    
R155,KINGSBRIDGE RD-196TH ST       ,00014833,00000806,00000176,00000267,00000002,00016666,00009301,00000000,00000000,00000000,00000019,00000060,00000478,00000005,00000889,00000113,00000144,00000000,00000074,00000000,00000000,00000000,00004282,00000000,00000397,00000000,                                                                                                    
R156,BEDFORD PARK BLVD-203RD ST    ,00012631,00000943,00000157,00000266,00000016,00012376,00009458,00000000,00000000,00000000,00000018,00000106,00000446,00000006,00001249,00000133,00000117,00000000,00000101,00000000,00000000,00000000,00003761,00000000,00000288,00000000,                                                                                                    
R157,205TH ST-BAINBRIDGE AVE       ,00015664,00000989,00000209,00000314,00000003,00015367,00010346,00000000,00000000,00000000,00000023,00000106,00000521,00000009,00001448,00000094,00000141,00000000,00000077,00000000,00000000,00000000,00003462,00000000,00000427,00000000,                                                                                                    
R158,UNION TURNPIKE-KEW GARDENS    ,00034865,00003603,00000563,00001707,00000046,00025995,00039096,00000000,00000000,00000000,00000111,00000576,00000991,00000037,00003955,00000953,00000506,00000000,00000340,00000000,00000000,00000000,00003483,00000000,00000646,00000000,                                                                                                    
R159,116TH STREET-COLUMBIA         ,00040736,00002639,00000190,00000541,00000104,00011364,00023884,00000000,00000000,00000000,00000082,00000312,00000480,00000125,00001157,00001327,00000822,00000000,00000726,00000000,00000000,00000000,00001319,00000000,00000045,00000000,                                                                                                    
R160,ASTOR PLACE-4 AVENUE          ,00040580,00002969,00000182,00000499,00000101,00018277,00028894,00000000,00000000,00000000,00000107,00000655,00000377,00000167,00003600,00001347,00000721,00000000,00000831,00000000,00000000,00000000,00002312,00000000,00000168,00000000,                                                                                                    
R161,KINGSBRIDGE RD-JEROME AVE     ,00016844,00001002,00000200,00000301,00000008,00018001,00009220,00000000,00000000,00000000,00000033,00000064,00000669,00000003,00000885,00000135,00000232,00000000,00000110,00000000,00000000,00000000,00005658,00000000,00000483,00000000,                                                                                                    
R162,ELDER AVE-WESTCHESTER AVE     ,00012962,00000590,00000085,00000194,00000000,00015123,00005286,00000000,00000000,00000000,00000005,00000052,00000489,00000000,00000396,00000063,00000104,00000000,00000058,00000000,00000000,00000000,00003955,00000000,00000246,00000000,                                                                                                    
R163,14TH STREET-6TH AVENUE        ,00055898,00003449,00000324,00000743,00000038,00026278,00045480,00000000,00000000,00000000,00000224,00001075,00000412,00000050,00006114,00002021,00001290,00000000,00001044,00000000,00000000,00000000,00003998,00000000,00000196,00000000,                                                                                                    
R164,66TH STREET-BROADWAY          ,00051580,00009504,00000463,00001398,00000179,00024056,00037245,00000000,00000000,00000000,00000156,00000869,00001092,00000453,00004290,00002085,00001043,00000000,00000955,00000000,00000000,00000000,00012348,00000000,00000208,00000000,                                                                                                    
R165,TOMPKINSVILLE                 ,00002464,00000087,00000009,00000018,00000000,00000905,00000262,00000000,00000000,00000000,00000009,00000005,00000013,00000000,00000011,00000050,00000002,00000000,00000001,00000000,00000000,00000000,00000579,00000000,00000001,00000000,                                                                                                    
R166,79TH STREET-BROADWAY          ,00033016,00005482,00000371,00000931,00000067,00019289,00027661,00000000,00000000,00000000,00000090,00000463,00000709,00000035,00002696,00001232,00000832,00000000,00000702,00000000,00000000,00000000,00002624,00000000,00000094,00000000,                                                                                                    
R167,86TH STREET-BROADWAY          ,00037772,00007115,00000479,00001231,00000044,00021677,00034773,00000000,00000000,00000000,00000092,00000611,00000924,00000049,00003570,00001632,00001005,00000000,00000647,00000000,00000000,00000000,00004967,00000000,00000205,00000000,                                                                                                    
R168,96TH STREET-BROADWAY          ,00069378,00013321,00000942,00003043,00000082,00042968,00069673,00000000,00000000,00000000,00000130,00001178,00002245,00000168,00007638,00002653,00002114,00000000,00001053,00000000,00000000,00000000,00008032,00000000,00000479,00000000,                                                                                                    
R169,137TH STREET-BROADWAY         ,00028056,00002551,00000384,00000596,00000046,00029049,00029274,00000000,00000000,00000000,00000049,00000146,00001144,00000026,00002306,00000478,00000644,00000000,00000362,00000000,00000000,00000000,00005567,00000000,00000373,00000000,                                                                                                    
R170,14TH STREET-UNION SQUARE      ,00236435,00016910,00001625,00004064,00000534,00124526,00204733,00000000,00000000,00000000,00000922,00003568,00002893,00000795,00024643,00008499,00005253,00000000,00004033,00000000,00000000,00000000,00021730,00000002,00001329,00000000,                                                                                                    
R171,7TH AVENUE-PARK PLACE         ,00023498,00002069,00000148,00000373,00000002,00009049,00024750,00000000,00000000,00000000,00000020,00000383,00000315,00000003,00003859,00001237,00000821,00000000,00000453,00000000,00000000,00000000,00002475,00000000,00000078,00000000,                                                                                                    
R172,BRIGHTON BEACH-CONEY ISLAND   ,00027389,00003610,00000272,00000974,00000006,00013649,00018940,00000000,00000000,00000000,00000015,00000309,00000741,00000008,00000692,00000407,00000214,00000000,00000334,00000000,00000000,00000000,00004655,00000000,00002770,00000000,                                                                                                    
R173,207TH STREET-BROADWAY         ,00020302,00002429,00000347,00000656,00000006,00017012,00019744,00000000,00000000,00000000,00000079,00000185,00001065,00000007,00002371,00000390,00000453,00000000,00000229,00000000,00000000,00000000,00002781,00000000,00000312,00000000,                                                                                                    
R174,181ST STREET-FT WASH AVE      ,00020837,00003046,00000227,00000532,00000003,00014125,00023746,00000000,00000000,00000000,00000017,00000327,00000558,00000026,00002657,00000569,00000528,00000000,00000298,00000000,00000000,00000000,00003033,00000000,00000227,00000000,                                                                                                    
R175,8TH AVENUE-14TH STREET        ,00108244,00005236,00000538,00001364,00000263,00065422,00075389,00000000,00000000,00000000,00000361,00001598,00001166,00000324,00011922,00004032,00002071,00000000,00003263,00000000,00000000,00000000,00012822,00000000,00000433,00000000,                                                                                                    
R176,33RD STREET-PARK AVENUE       ,00068692,00004808,00000321,00000755,00000111,00030989,00044920,00000000,00000000,00000000,00000733,00001358,00000675,00000145,00006479,00002141,00001076,00000000,00001179,00000000,00000000,00000000,00003960,00000000,00000229,00000000,                                                                                                    
R177,68TH STREET-HUNTER COLLEGE    ,00053701,00005427,00000326,00000806,00000246,00023268,00041141,00000000,00000000,00000000,00000363,00000657,00000923,00000287,00003087,00001963,00000815,00000000,00000512,00000000,00000000,00000000,00004813,00000000,00000267,00000000,                                                                                                    
R178,77TH STREET-LEXINGTON AVE     ,00061560,00007012,00000355,00001008,00000137,00028283,00038664,00000000,00000000,00000000,00000259,00001161,00001254,00000195,00003954,00002088,00000910,00000000,00001057,00000000,00000000,00000000,00004207,00000000,00000240,00000000,                                                                                                    
R179,86TH STREET-LEXINGTON AVE     ,00092456,00010408,00000753,00001659,00000223,00052004,00069944,00000000,00000000,00000000,00000454,00001646,00001612,00000367,00007750,00003704,00001882,00000000,00001551,00000000,00000000,00000000,00007114,00000000,00000572,00000000,                                                                                                    
R180,103RD STREET-LEXINGTON AVE    ,00026413,00002496,00000285,00000547,00000017,00020996,00018563,00000000,00000000,00000000,00000082,00000175,00001053,00000046,00001638,00000546,00000414,00000000,00000299,00000000,00000000,00000000,00007290,00000000,00000384,00000000,                                                                                                    
R181,110TH STREET-LEXINGTON AVE    ,00020199,00001875,00000284,00000611,00000021,00018384,00017265,00000000,00000000,00000000,00000056,00000139,00000789,00000025,00001815,00000269,00000425,00000000,00000194,00000000,00000000,00000000,00005411,00000000,00000366,00000000,                                                                                                    
R182,116TH STREET-LEXINGTON AVE    ,00025019,00002165,00000449,00000855,00000013,00027489,00021923,00000000,00000000,00000000,00000071,00000189,00000887,00000009,00002003,00000570,00000344,00000000,00000321,00000000,00000000,00000000,00007434,00000000,00000420,00000000,                                                                                                    
R183,BEDFORD PARK BLVD-JEROME AV   ,00008763,00000536,00000121,00000202,00000006,00007778,00005649,00000000,00000000,00000000,00000010,00000043,00000250,00000000,00000586,00000101,00000054,00000000,00000037,00000000,00000000,00000000,00006120,00000000,00000325,00000000,                                                                                                    
R184,CORTELYOU RD-EAST 16TH ST     ,00013899,00001166,00000112,00000197,00000002,00008049,00012054,00000000,00000000,00000000,00000037,00000167,00000359,00000001,00001405,00000264,00000297,00000000,00000130,00000000,00000000,00000000,00002900,00000000,00000268,00000000,                                                                                                    
R185,DYCKMAN STREET-BROADWAY       ,00013832,00001332,00000155,00000327,00000005,00010891,00012640,00000000,00000000,00000000,00000011,00000135,00000618,00000002,00001507,00000232,00000269,00000000,00000146,00000000,00000000,00000000,00003100,00000000,00000200,00000000,                                                                                                    
R186,86TH ST-CENTRAL PARK WEST     ,00019444,00002691,00000107,00000493,00000034,00010428,00017276,00000000,00000000,00000000,00000050,00000391,00000324,00000045,00001988,00000877,00000487,00000000,00000430,00000000,00000000,00000000,00003196,00000000,00000080,00000000,                                                                                                    
R187,81ST STREET-MUSEUM            ,00025712,00002399,00000146,00000370,00000053,00018988,00015453,00000000,00000000,00000000,00000059,00000238,00000329,00000065,00002008,00000715,00000401,00000000,00001079,00000000,00000000,00000000,00002436,00000000,00000085,00000000,                                                                                                    
R188,50TH STREET-8TH AVENUE        ,00046723,00002843,00000297,00000731,00000235,00027387,00029124,00000000,00000000,00000000,00000166,00000630,00000676,00000180,00003478,00001722,00000862,00000000,00001895,00000000,00000000,00000000,00007274,00000000,00000182,00000000,                                                                                                    
R189,CHRISTOPHER ST-SHERIDAN SQ    ,00026747,00002855,00000154,00000462,00000049,00013910,00015712,00000000,00000000,00000000,00000057,00000364,00000407,00000069,00001770,00000975,00000453,00000000,00000876,00000000,00000000,00000000,00000826,00000000,00000066,00000000,                                                                                                    
R190,23RD STREET-7TH AVENUE        ,00031404,00003544,00000338,00000901,00000081,00016423,00025006,00000000,00000000,00000000,00000156,00000521,00000619,00000087,00002904,00001217,00000676,00000000,00000642,00000000,00000000,00000000,00003777,00000000,00000135,00000000,                                                                                                    
R191,103RD STREET-BROADWAY         ,00024011,00005073,00000348,00001090,00000018,00017818,00023022,00000000,00000000,00000000,00000037,00000287,00001006,00000014,00002004,00000732,00000606,00000000,00000756,00000000,00000000,00000000,00003951,00000000,00000181,00000000,                                                                                                    
R192,110TH STREET-BROADWAY         ,00028923,00004134,00000274,00000908,00000031,00014552,00023842,00000000,00000000,00000000,00000050,00000242,00000746,00000035,00002059,00000776,00000634,00000000,00000609,00000000,00000000,00000000,00003528,00000000,00000101,00000000,                                                                                                    
R193,157TH STREET-BROADWAY         ,00014425,00001860,00000302,00000561,00000000,00017625,00016138,00000000,00000000,00000000,00000010,00000088,00000722,00000011,00001358,00000158,00000278,00000000,00000190,00000000,00000000,00000000,00003289,00000000,00000258,00000000,                                                                                                    
R194,BLEECKER ST-LAFAYETTE ST      ,00037941,00001943,00000129,00000394,00000086,00020170,00027766,00000000,00000000,00000000,00000096,00000629,00000371,00000133,00003288,00001289,00000679,00000000,00000907,00000000,00000000,00000000,00001409,00000000,00000191,00000000,                                                                                                    
R195,161ST STREET-YANKEE STADIUM   ,00052105,00003351,00000617,00001146,00000057,00045104,00028541,00000000,00000000,00000000,00000088,00000328,00001719,00000088,00004077,00000839,00000492,00000000,00000687,00000000,00000000,00000000,00009354,00000000,00000969,00000000,                                                                                                    
R196,PROSPECT PARK-EMPIRE BLVD     ,00026345,00001967,00000329,00000510,00000008,00016619,00024400,00000000,00000000,00000000,00000014,00000288,00000514,00000009,00002924,00000513,00000558,00000000,00000486,00000000,00000000,00000000,00003088,00000000,00000379,00000000,                                                                                                    
R197,36TH STREET-4TH AVENUE        ,00028132,00001536,00000204,00000638,00000045,00018544,00023376,00000000,00000000,00000000,00000031,00000284,00000563,00000044,00001885,00000548,00000519,00000000,00000243,00000000,00000000,00000000,00005225,00000000,00000309,00000000,                                                                                                    
R198,NOSTRAND AVE-FULTON ST        ,00033178,00001893,00000501,00000590,00000010,00031168,00033342,00000000,00000000,00000000,00000023,00000257,00000929,00000007,00004303,00000470,00000618,00000000,00000779,00000000,00000000,00000000,00004813,00000000,00000378,00000000,                                                                                                    
R199,KINGSTON AVE-THROOP AVE       ,00010066,00000504,00000129,00000160,00000001,00009196,00009225,00000000,00000000,00000000,00000014,00000065,00000295,00000002,00001164,00000131,00000194,00000000,00000225,00000000,00000000,00000000,00003521,00000000,00000095,00000000,                                                                                                    
R200,EUCLID AVE-PITKIN AVE         ,00020678,00001196,00000301,00000434,00000000,00017402,00011039,00000000,00000000,00000000,00000026,00000084,00000912,00000000,00001057,00000079,00000138,00000000,00000124,00000000,00000000,00000000,00006098,00000000,00000490,00000000,                                                                                                    
R201,WOODHAVEN BLVD-QUEENS BLVD    ,00039045,00003643,00000436,00001122,00000024,00026441,00033685,00000000,00000000,00000000,00000073,00000423,00001156,00000030,00002635,00000490,00000475,00000000,00000361,00000000,00000000,00000000,00006918,00000000,00000845,00000000,                                                                                                    
R202,63RD DRIVE-REGO PARK          ,00033636,00005687,00000394,00001274,00000024,00014307,00029354,00000000,00000000,00000000,00000060,00000579,00001218,00000038,00002783,00000857,00000603,00000000,00000294,00000000,00000000,00000000,00002714,00000000,00000321,00000000,                                                                                                    
R203,23RD STREET-6TH AVENUE        ,00040158,00002160,00000239,00000655,00000050,00014713,00028931,00000000,00000000,00000000,00000247,00001114,00000385,00000039,00003514,00001677,00000810,00000000,00000644,00000000,00000000,00000000,00001416,00000000,00000129,00000000,                                                                                                    
R204,CHURCH AVE-MCDONALD AVE       ,00022001,00002201,00000215,00000852,00000007,00013611,00020030,00000000,00000000,00000001,00000016,00000199,00000620,00000014,00001397,00000357,00000319,00000000,00000172,00000000,00000000,00000000,00004369,00000000,00000289,00000000,                                                                                                    
R205,149TH ST-GRAND CONCOURSE      ,00021972,00001238,00000394,00000510,00000012,00022701,00014118,00000000,00000000,00000000,00000041,00000086,00000617,00000025,00003288,00000223,00000228,00000000,00000124,00000000,00000000,00000000,00008538,00000000,00002498,00000000,                                                                                                    
R206,125TH STREET-LENOX AVENUE     ,00026166,00002342,00000641,00001085,00000047,00028960,00023014,00000000,00000000,00000000,00000105,00000144,00000998,00000056,00003116,00000406,00000510,00000000,00000393,00000000,00000000,00000000,00004795,00000000,00000397,00000000,                                                                                                    
R207,135TH STREET-LENOX AVENUE     ,00023635,00002638,00000570,00001001,00000016,00023812,00022000,00000000,00000000,00000000,00000042,00000098,00001073,00000027,00004580,00000279,00000543,00000000,00000301,00000000,00000000,00000000,00005428,00000000,00000328,00000000,                                                                                                    
R208,103RD ST-ROOSEVELT AVE        ,00041138,00001516,00000245,00000414,00000010,00049465,00017461,00000000,00000000,00000000,00000021,00000135,00001316,00000008,00000946,00000145,00000201,00000000,00000164,00000000,00000000,00000000,00007776,00000000,00000791,00000000,                                                                                                    
R209,STERLING ST-NOSTRAND AVE      ,00010730,00001156,00000222,00000249,00000001,00007876,00009045,00000000,00000000,00000000,00000002,00000124,00000537,00000000,00001201,00000144,00000261,00000000,00000104,00000000,00000000,00000000,00001942,00000000,00000165,00000000,                                                                                                    
R210,BEVERLY RD-NOSTRAND AVE       ,00008980,00000748,00000130,00000158,00000002,00006821,00005143,00000000,00000000,00000000,00000004,00000066,00000294,00000000,00000750,00000071,00000104,00000000,00000080,00000000,00000000,00000000,00002239,00000000,00000135,00000000,                                                                                                    
R211,KINGS HIGHWAY-EAST 16TH ST    ,00038097,00004650,00000423,00001540,00000018,00017697,00030959,00000000,00000000,00000000,00000055,00000742,00000941,00000011,00002027,00001155,00000361,00000000,00000157,00000000,00000000,00000000,00006627,00000000,00000615,00000000,                                                                                                    
R212,59TH STREET-4TH AVENUE        ,00027910,00001890,00000184,00000724,00000018,00016974,00021827,00000000,00000000,00000000,00000042,00000191,00000630,00000019,00001404,00000273,00000321,00000000,00000151,00000000,00000000,00000000,00005711,00000000,00000436,00000000,                                                                                                    
R213,BAY RIDGE AVE-4TH AVENUE      ,00015646,00001341,00000105,00000383,00000002,00007406,00013703,00000000,00000000,00000000,00000073,00000155,00000427,00000011,00000995,00000358,00000226,00000000,00000147,00000000,00000000,00000000,00003384,00000000,00000168,00000000,                                                                                                    
R214,77TH STREET-4TH AVENUE        ,00013105,00001205,00000086,00000260,00000002,00004713,00009902,00000000,00000000,00000000,00000042,00000293,00000300,00000001,00001083,00000356,00000193,00000000,00000105,00000000,00000000,00000000,00001574,00000000,00000105,00000000,                                                                                                    
R215,86TH STREET-4TH AVENUE        ,00018337,00001552,00000221,00000747,00000001,00011860,00018092,00000000,00000000,00000000,00000162,00000221,00000459,00000005,00001267,00000509,00000331,00000000,00000101,00000000,00000000,00000000,00004440,00000000,00000521,00000000,                                                                                                    
R216,BAY RIDGE - 95TH STREET       ,00014084,00001589,00000134,00000304,00000006,00004853,00009676,00000000,00000000,00000000,00000065,00000276,00000384,00000009,00000965,00000540,00000236,00000000,00000070,00000000,00000000,00000000,00001298,00000000,00000087,00000000,                                                                                                    
R217,HOYT ST-SCHERMERHORN ST       ,00023589,00001394,00000152,00000315,00000002,00014856,00017244,00000000,00000000,00000000,00000016,00000230,00000483,00000004,00002404,00000552,00000478,00000000,00000460,00000000,00000000,00000000,00002463,00000000,00000198,00000000,                                                                                                    
R218,ELMHURST AVE-BROADWAY         ,00023992,00002918,00000292,00000940,00000005,00015389,00029669,00000000,00000000,00000000,00000022,00000188,00000852,00000029,00001419,00000226,00000448,00000000,00000223,00000000,00000000,00000000,00004661,00000000,00000374,00000000,                                                                                                    
R219,67TH AVENUE-QUEENS BLVD       ,00018275,00002952,00000173,00000679,00000005,00005312,00017002,00000000,00000000,00000000,00000021,00000396,00000593,00000015,00001744,00000549,00000397,00000000,00000187,00000000,00000000,00000000,00004852,00000000,00000114,00000000,                                                                                                    
R220,CARROLL ST-PRESIDENT ST       ,00025393,00001602,00000132,00000326,00000010,00010704,00022995,00000000,00000000,00000000,00000021,00000482,00000289,00000015,00003617,00001082,00000742,00000000,00000483,00000000,00000000,00000000,00003984,00000000,00000064,00000000,                                                                                                    
R221,167TH STREET-RIVER AVENUE     ,00014521,00000803,00000187,00000239,00000005,00017930,00008247,00000000,00000000,00000000,00000013,00000053,00000581,00000005,00001029,00000059,00000096,00000000,00000053,00000000,00000000,00000000,00003834,00000000,00000482,00000000,                                                                                                    
R222,177TH STREET-PARKCHESTER      ,00028905,00002230,00000373,00000723,00000006,00024058,00021395,00000000,00000000,00000000,00000142,00000283,00000976,00000017,00002634,00000219,00000236,00000000,00000114,00000000,00000000,00000000,00006589,00000000,00000642,00000000,                                                                                                    
R223,46TH ST-BLISS ST              ,00023515,00002247,00000250,00000519,00000015,00017668,00024327,00000000,00000000,00000000,00000015,00000178,00000672,00000018,00001841,00000338,00000431,00000000,00000236,00000000,00000000,00000000,00003795,00000000,00000338,00000000,                                                                                                    
R224,CLARK STREET-HENRY STREET     ,00008980,00001552,00000048,00000258,00000023,00004377,00008544,00000000,00000000,00000000,00000024,00000154,00000209,00000021,00001115,00000334,00000322,00000000,00000203,00000000,00000000,00000000,00000748,00000000,00000041,00000000,                                                                                                    
R225,HOYT STREET-HOYT STREET       ,00006443,00000722,00000108,00000147,00000039,00004381,00004830,00000000,00000000,00000000,00000006,00000039,00000214,00000045,00000697,00000127,00000107,00000000,00000070,00000000,00000000,00000000,00002404,00000000,00000084,00000000,                                                                                                    
R226,GUN HILL ROAD-SEYMOUR         ,00011237,00000666,00000151,00000191,00000002,00007330,00004401,00000000,00000000,00000000,00000032,00000120,00000363,00000002,00000777,00000104,00000097,00000000,00000062,00000000,00000000,00000000,00002471,00000000,00000247,00000000,                                                                                                    
R227,RECTOR STREET-CHURCH STREET   ,00016331,00000997,00000059,00000192,00000020,00007178,00012159,00000000,00000000,00000000,00000936,00000340,00000108,00000023,00001454,00000549,00000274,00000000,00000420,00000000,00000000,00000000,00000718,00000000,00000030,00000000,                                                                                                    
R228,AVENUE J-EAST 16TH STREET     ,00011940,00001293,00000181,00000491,00000005,00007820,00010009,00000000,00000000,00000000,00000013,00000217,00000281,00000011,00000588,00000366,00000135,00000000,00000083,00000000,00000000,00000000,00002389,00000000,00000373,00000000,                                                                                                    
R229,AVENUE M-EAST 16TH STREET     ,00013279,00001423,00000163,00000352,00000000,00006972,00008990,00000000,00000000,00000000,00000015,00000242,00000312,00000008,00000470,00000430,00000136,00000000,00000065,00000000,00000000,00000000,00004752,00000000,00000163,00000000,                                                                                                    
R230,NECK ROAD-EAST 16TH STREET    ,00010240,00001422,00000083,00000418,00000000,00002887,00009371,00000000,00000000,00000000,00000002,00000260,00000314,00000001,00000551,00000305,00000134,00000000,00000042,00000000,00000000,00000000,00002026,00000000,00000114,00000000,                                                                                                    
R231,UNION STREET-4TH AVENUE       ,00015641,00001070,00000120,00000198,00000005,00007199,00013544,00000000,00000000,00000000,00000015,00000287,00000307,00000002,00001977,00000676,00000453,00000000,00000344,00000000,00000000,00000000,00001320,00000000,00000075,00000000,                                                                                                    
R232,45TH STREET-4TH AVENUE        ,00016390,00001105,00000127,00000383,00000006,00010527,00009855,00000000,00000000,00000000,00000011,00000090,00000391,00000010,00000676,00000112,00000188,00000000,00000112,00000000,00000000,00000000,00003936,00000000,00000244,00000000,                                                                                                    
R233,53RD STREET-4TH AVENUE        ,00016204,00001108,00000114,00000282,00000010,00009809,00009954,00000000,00000000,00000000,00000025,00000084,00000526,00000000,00000599,00000126,00000179,00000000,00000129,00000000,00000000,00000000,00004020,00000000,00000277,00000000,                                                                                                    
R234,50TH STREET-NEW UTRECHT AVE   ,00007730,00000853,00000077,00000244,00000006,00003529,00004273,00000000,00000000,00000000,00000003,00000091,00000258,00000000,00000129,00000131,00000047,00000000,00000038,00000000,00000000,00000000,00001312,00000000,00000090,00000000,                                                                                                    
R235,BEDFORD AVE-NORTH 7TH ST      ,00077227,00001525,00000160,00000360,00000060,00043672,00060348,00000000,00000000,00000000,00000112,00000842,00000380,00000030,00007840,00002204,00001592,00000000,00002149,00000000,00000000,00000000,00004208,00000000,00000215,00000000,                                                                                                    
R236,DEKALB AVE-WYCKOFF AVE        ,00025891,00000945,00000128,00000266,00000007,00023187,00026735,00000000,00000000,00000000,00000025,00000159,00000616,00000015,00002481,00000261,00000484,00000000,00000330,00000000,00000000,00000000,00003344,00000000,00000363,00000000,                                                                                                    
R237,182ND STREET-183RD STREET     ,00010312,00000535,00000079,00000130,00000003,00010812,00004663,00000000,00000000,00000000,00000005,00000039,00000404,00000001,00000480,00000075,00000055,00000000,00000052,00000001,00000000,00000000,00002624,00000000,00000304,00000000,                                                                                                    
R238,STEINWAY ST-BROADWAY          ,00032084,00001992,00000275,00000558,00000016,00021075,00033362,00000000,00000000,00000000,00000039,00000321,00000850,00000014,00003289,00000609,00000696,00000000,00000442,00000000,00000000,00000000,00004737,00000000,00000377,00000000,                                                                                                    
R239,GREENPOINT AVE                ,00021598,00001415,00000166,00000436,00000008,00012596,00017490,00000000,00000000,00000000,00000009,00000192,00000355,00000011,00001924,00000503,00000432,00000000,00000491,00000000,00000000,00000000,00001197,00000000,00000104,00000000,                                                                                                    
