     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,05/26/2018-06/01/2018,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,                                                                   
R054,FIFTH AVENUE & 42ND STREET    ,00025493,00001393,00000103,00000333,00000119,00010801,00018109,00000000,00000000,00000000,00000105,00000522,00000278,00000064,00002241,00000858,00000516,00000000,00000482,00000000,00000000,00000000,00000588,00000000,00000043,00000000,                                                                                                    
R055,MAIN STREET                   ,00082505,00008739,00000887,00005398,00000042,00052320,00088985,00000000,00000000,00000000,00000137,00000611,00002735,00000052,00004206,00000933,00000598,00000000,00000787,00000000,00000000,00000000,00009709,00000000,00000529,00000000,                                                                                                    
R056,NEVINS STREET                 ,00018912,00001629,00000318,00000477,00000015,00012106,00013136,00000000,00000000,00000000,00000079,00000168,00000412,00000020,00001971,00000381,00000348,00000000,00000247,00000000,00000000,00000000,00002862,00000000,00000075,00000000,                                                                                                    
R057,BARCLAYS CENTER               ,00094187,00006570,00000980,00001735,00001265,00042966,00060928,00000000,00000000,00000000,00000147,00000865,00001611,00001747,00007556,00002815,00001630,00000000,00001451,00000000,00000000,00000000,00015109,00000000,00000355,00000000,                                                                                                    
R058,BERGEN STREET                 ,00006064,00000511,00000052,00000143,00000002,00002583,00006353,00000000,00000000,00000000,00000005,00000078,00000090,00000002,00001077,00000240,00000210,00000000,00000099,00000000,00000000,00000000,00000701,00000000,00000012,00000000,                                                                                                    
R059,GRAND ARMY PLAZA              ,00012287,00001913,00000152,00000341,00000009,00004789,00011140,00000000,00000000,00000000,00000019,00000239,00000303,00000009,00001776,00000472,00000403,00000000,00000176,00000000,00000000,00000000,00002064,00000000,00000018,00000000,                                                                                                    
R060,EASTERN PARKWAY               ,00010112,00001113,00000139,00000225,00000009,00005176,00007885,00000000,00000000,00000000,00000013,00000106,00000244,00000009,00001285,00000229,00000274,00000000,00000225,00000000,00000000,00000000,00001124,00000000,00000021,00000000,                                                                                                    
R061,NOSTRAND AVENUE               ,00006090,00000470,00000109,00000143,00000003,00005054,00005164,00000000,00000000,00000000,00000002,00000050,00000277,00000003,00000730,00000089,00000101,00000000,00000091,00000000,00000000,00000000,00001691,00000000,00000028,00000000,                                                                                                    
R062,UTICA AVENUE                  ,00046336,00003216,00001095,00001434,00000009,00040435,00030081,00000000,00000000,00000000,00000041,00000336,00001426,00000027,00004130,00000278,00000603,00000000,00000260,00000000,00000000,00000000,00006842,00000000,00000386,00000000,                                                                                                    
R063,SUTTER AVENUE                 ,00008836,00000593,00000147,00000187,00000010,00006680,00004289,00000000,00000000,00000000,00000005,00000075,00000357,00000000,00000536,00000031,00000140,00000000,00000033,00000001,00000000,00000000,00002788,00000000,00000053,00000000,                                                                                                    
R064,SARATOGA AVENUE               ,00007524,00000457,00000100,00000131,00000003,00004839,00003642,00000000,00000000,00000000,00000004,00000053,00000234,00000000,00000450,00000031,00000062,00000000,00000025,00000000,00000000,00000001,00002280,00000000,00000022,00000000,                                                                                                    
R065,ROCKAWAY AVENUE               ,00005936,00000513,00000105,00000155,00000000,00004486,00002358,00000000,00000000,00000000,00000007,00000018,00000535,00000003,00000329,00000172,00000041,00000000,00000025,00000000,00000000,00000000,00002416,00000002,00000044,00000000,                                                                                                    
R066,JUNIUS STREET                 ,00002487,00000250,00000044,00000061,00000000,00002470,00001260,00000000,00000000,00000000,00000002,00000019,00000109,00000000,00000116,00000008,00000013,00000000,00000015,00000000,00000000,00000000,00001361,00000000,00000021,00000000,                                                                                                    
R067,PENNSYLVANIA AVENUE           ,00005569,00000395,00000100,00000118,00000004,00004288,00002173,00000000,00000000,00000000,00000012,00000021,00000264,00000000,00000363,00000023,00000058,00000000,00000014,00000000,00000000,00000000,00002490,00000000,00000028,00000000,                                                                                                    
R068,VAN SICLEN AVENUE             ,00003938,00000271,00000080,00000062,00000003,00002772,00001717,00000000,00000000,00000000,00000008,00000021,00000170,00000000,00000284,00000020,00000032,00000000,00000020,00000000,00000000,00000000,00001247,00000000,00000017,00000000,                                                                                                    
R069,NEW LOTS AVENUE               ,00006356,00000476,00000156,00000158,00000003,00005674,00003390,00000000,00000000,00000000,00000015,00000028,00000329,00000000,00000515,00000038,00000044,00000000,00000031,00000000,00000000,00000000,00001948,00000000,00000046,00000000,                                                                                                    
R070,ST GEORGE TERMINAL            ,00026709,00001522,00000108,00000387,00000010,00004732,00008281,00000000,00000000,00000000,00000182,00000992,00000205,00000005,00000909,00001569,00000105,00000000,00000099,00000000,00000000,00000000,00002612,00000000,00000026,00000000,                                                                                                    
R072,34TH STREET - HUDSON YARDS    ,00028086,00001035,00000111,00000239,00000094,00011936,00013178,00000000,00000000,00000000,00000116,00000334,00000276,00000061,00001843,00000766,00000383,00000000,00000535,00000000,00000000,00000000,00000442,00000000,00000028,00000000,                                                                                                    
R079,FIFTH AVENUE & 60TH STREET    ,00039697,00002242,00000164,00000452,00000120,00016488,00020937,00000000,00000000,00000000,00000226,00000668,00000470,00000240,00003328,00001355,00000626,00000000,00000773,00000000,00000000,00000000,00000737,00000000,00000058,00000000,                                                                                                    
R080,57TH STREET & 7TH AVENUE      ,00080620,00006264,00000465,00001249,00000118,00037741,00058977,00000000,00000000,00000000,00000262,00001323,00001115,00000204,00009002,00002978,00001656,00000000,00001749,00000000,00000000,00000000,00002460,00000000,00000113,00000000,                                                                                                    
R081,49TH STREET & 7TH AVENUE      ,00063390,00002896,00000293,00000792,00000055,00034762,00037854,00000000,00000000,00000000,00000256,00001135,00000583,00000062,00005587,00001794,00000859,00000000,00001866,00000000,00000000,00000000,00001986,00000000,00000105,00000000,                                                                                                    
R082,28TH STREET & BROADWAY        ,00026336,00001067,00000165,00000307,00000037,00014605,00020075,00000000,00000000,00000000,00000085,00000388,00000304,00000040,00002182,00000854,00000640,00000000,00000632,00000000,00000000,00000000,00000414,00000000,00000027,00000000,                                                                                                    
R083,23RD STREET & 5TH AVENUE      ,00047689,00002412,00000299,00000599,00000100,00024014,00036120,00000000,00000000,00000000,00000371,00000704,00000392,00000088,00004332,00001694,00001088,00000000,00001157,00000000,00000000,00000000,00001702,00000000,00000067,00000000,                                                                                                    
R084,59TH STREET/COLUMBUS CIRCLE   ,00153184,00011396,00000874,00002441,00000401,00077972,00095377,00000000,00000000,00000000,00000348,00001933,00002237,00000624,00011895,00004811,00002769,00000000,00003576,00000000,00000000,00000000,00011047,00000000,00000176,00000000,                                                                                                    
R085,8TH STREET & BROADWAY         ,00037564,00002536,00000161,00000477,00000068,00015410,00026729,00000000,00000000,00000000,00000080,00000574,00000311,00000068,00003522,00001281,00000626,00000000,00000921,00000000,00000000,00000000,00001325,00000000,00000048,00000000,                                                                                                    
R086,PRINCE STREET & BROADWAY      ,00041233,00001384,00000147,00000258,00000031,00020969,00024902,00000000,00000000,00000000,00000109,00000433,00000256,00000052,00002769,00000999,00000694,00000000,00001217,00000000,00000000,00000000,00001005,00000000,00000074,00000000,                                                                                                    
R087,CITY HALL                     ,00012395,00001026,00000069,00000264,00000023,00004909,00008982,00000000,00000000,00000000,00000105,00000212,00000174,00000017,00001129,00000456,00000254,00000000,00000254,00000000,00000000,00000000,00001331,00000000,00000012,00000000,                                                                                                    
R088,CORTLANDT STREET              ,00057714,00001554,00000115,00000308,00000046,00020222,00023013,00000000,00000000,00000000,00000215,00000951,00000375,00000055,00003169,00001472,00000694,00000000,00001620,00000000,00000000,00000000,00000956,00000000,00000044,00000000,                                                                                                    
R089,JAY ST-METROTECH              ,00008178,00000417,00000034,00000094,00000003,00002967,00005210,00000000,00000000,00000000,00000033,00000154,00000098,00000011,00000687,00000337,00000151,00000000,00000178,00000000,00000000,00000000,00000656,00000000,00000011,00000000,                                                                                                    
R090,39TH AVENUE & 31ST STREET     ,00006585,00000471,00000087,00000113,00000011,00004408,00005616,00000000,00000000,00000000,00000017,00000094,00000230,00000011,00000570,00000151,00000162,00000000,00000100,00000000,00000000,00000000,00000683,00000000,00000034,00000000,                                                                                                    
R092,BROADWAY & 31ST STREET        ,00022696,00001561,00000153,00000355,00000009,00010318,00024847,00000000,00000000,00000000,00000023,00000266,00000650,00000011,00003238,00000630,00000877,00000000,00000279,00000000,00000000,00000000,00002882,00000000,00000069,00000000,                                                                                                    
R093,30TH AVENUE & 31ST STREET     ,00000001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R094,ASTORIA BLVD & 31ST STREET    ,00023271,00001191,00000117,00000279,00000010,00011464,00023985,00000000,00000000,00000000,00000016,00000274,00000488,00000017,00003323,00000611,00000704,00000000,00000228,00000000,00000000,00000000,00002330,00000000,00000094,00000000,                                                                                                    
R095,DITMARS BLVD & 31ST STREET    ,00022622,00001241,00000138,00000207,00000014,00009271,00021135,00000000,00000000,00000000,00000018,00000382,00000673,00000007,00002785,00000536,00000495,00000000,00000211,00000000,00000000,00000000,00002784,00000000,00000076,00000000,                                                                                                    
R096,82ND STREET-JACKSON HEIGHTS   ,00030499,00003088,00000491,00000789,00000014,00026426,00020220,00000000,00000000,00000000,00000021,00000147,00001277,00000011,00001277,00000242,00000299,00000000,00000374,00000000,00000000,00000000,00004273,00000000,00000353,00000000,                                                                                                    
R097,JUNCTION BLVD-ROOSEVELT AVE   ,00046996,00001729,00000303,00000587,00000017,00043415,00020957,00000000,00000000,00000000,00000017,00000130,00000863,00000010,00001093,00000157,00000287,00000000,00000277,00000000,00000000,00000000,00007039,00000000,00000328,00000000,                                                                                                    
R098,CHURCH AVENUE                 ,00027864,00002227,00000546,00000795,00000017,00023548,00023480,00000000,00000000,00000000,00000029,00000237,00000887,00000008,00002987,00000235,00000630,00000000,00000237,00000000,00000000,00000000,00005032,00000000,00000330,00000000,                                                                                                    
R099,DEKALB AVENUE                 ,00037271,00002346,00000389,00001151,00000036,00018548,00037027,00000000,00000000,00000000,00000063,00000612,00000560,00000039,00005089,00001282,00000876,00000000,00000732,00000000,00000000,00000000,00008712,00000000,00000203,00000000,                                                                                                    
R100,METROPOLITAN AVENUE           ,00005486,00000329,00000066,00000195,00000000,00003485,00003580,00000000,00000000,00000000,00000005,00000082,00000117,00000000,00000310,00000145,00000041,00000000,00000028,00000000,00000000,00000000,00001102,00000000,00000026,00000000,                                                                                                    
R101,145TH STREET                  ,00033435,00002023,00000397,00000779,00000017,00036040,00035522,00000000,00000000,00000000,00000039,00000178,00000878,00000013,00003800,00000412,00000803,00000000,00000444,00000000,00000000,00000000,00005494,00000000,00000132,00000000,                                                                                                    
R102,125TH STREET                  ,00047180,00003302,00000755,00001285,00000037,00041920,00039092,00000000,00000000,00000000,00000068,00000274,00001536,00000031,00004729,00000644,00000905,00000000,00000715,00000000,00000000,00000000,00006687,00000000,00000133,00000000,                                                                                                    
R103,BROADWAY-EAST NEW YORK        ,00013819,00000715,00000318,00000441,00000008,00013926,00007354,00000000,00000000,00000000,00000009,00000058,00000606,00000015,00000850,00000060,00000077,00000000,00000171,00000000,00000000,00000000,00002584,00000000,00000080,00000000,                                                                                                    
R104,167TH ST-GRAND CONCOURSE      ,00015916,00000780,00000167,00000320,00000000,00019644,00009605,00000000,00000000,00000000,00000008,00000031,00000604,00000004,00001057,00000046,00000136,00000000,00000104,00000000,00000000,00000000,00003518,00000000,00000097,00000000,                                                                                                    
R105,14TH STREET & 7TH AVENUE      ,00044390,00005018,00000425,00001186,00000074,00023091,00031356,00000000,00000000,00000000,00000098,00000759,00000621,00000151,00004112,00001753,00000923,00000000,00000962,00000000,00000000,00000000,00003366,00000000,00000034,00000000,                                                                                                    
R106,CASTLE HILL AVENUE            ,00010995,00000604,00000119,00000180,00000004,00008692,00006085,00000000,00000000,00000000,00000029,00000121,00000392,00000000,00000777,00000067,00000072,00000000,00000047,00000000,00000000,00000000,00002320,00000000,00000036,00000000,                                                                                                    
R107,WESTCHESTER SQUARE            ,00008488,00000586,00000136,00000280,00000001,00007416,00005308,00000000,00000000,00000000,00000067,00000057,00000330,00000003,00000620,00000099,00000050,00000000,00000028,00000000,00000000,00000000,00002467,00000000,00000034,00000000,                                                                                                    
R108,BOROUGH HALL - COURT STREET   ,00067441,00006664,00000649,00001433,00000270,00026061,00046986,00000000,00000000,00000000,00000328,00000879,00001225,00000371,00006848,00002239,00001205,00000000,00000946,00000000,00000000,00000000,00006452,00000000,00000157,00000000,                                                                                                    
R109,CHURCH AVENUE & NOSTRAND AV   ,00016561,00001260,00000330,00000460,00000005,00012742,00009196,00000000,00000000,00000000,00000003,00000101,00000654,00000015,00001295,00000076,00000178,00000000,00000081,00000000,00000000,00000000,00002701,00000000,00000074,00000000,                                                                                                    
R110,FLATBUSH AVE & NOSTRAND AV    ,00025577,00002042,00000676,00000816,00000017,00020885,00018492,00000000,00000000,00000000,00000070,00000303,00000725,00000008,00002741,00000317,00000279,00000000,00000140,00000000,00000000,00000000,00004357,00000000,00000189,00000000,                                                                                                    
