     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,05/12/2018-05/18/2018,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,                                                                   
R025,JAMAICA CENTER-PARSONS BLVD   ,00049889,00002356,00000905,00001710,00000026,00057313,00033869,00000000,00000000,00000000,00000065,00000372,00001794,00000029,00004618,00000474,00000383,00000000,00000445,00000000,00000000,00000000,00007753,00000000,00001613,00000000,                                                                                                    
R027,WALL STREET                   ,00053923,00002669,00000141,00000461,00001052,00011995,00033322,00000000,00000000,00000000,00000162,00001068,00000249,00001677,00004829,00002628,00000982,00000000,00000696,00000000,00000000,00000000,00001508,00000000,00000060,00000000,                                                                                                    
R028,FULTON & WILLIAM STREETS      ,00060416,00004050,00000339,00001140,00000530,00022404,00043974,00000000,00000000,00000000,00000154,00001032,00000632,00000664,00007984,00002126,00001260,00000000,00001140,00000000,00000000,00000000,00002995,00000000,00000205,00000000,                                                                                                    
R029,PARK PLACE                    ,00140967,00006306,00000477,00001475,00000967,00046052,00069827,00000000,00000000,00000000,00001564,00002367,00001532,00001541,00009929,00004695,00002391,00000000,00003326,00000000,00000000,00000000,00007121,00000000,00004782,00000000,                                                                                                    
R030,CHAMBERS STREET               ,00048308,00003422,00000294,00000631,00000530,00017862,00028854,00000000,00000000,00000000,00000174,00000927,00000629,00000875,00003989,00002021,00000989,00000000,00000704,00000000,00000000,00000000,00010372,00000000,00003554,00000000,                                                                                                    
R031,34TH STREET & 7TH AVENUE      ,00097100,00005429,00000397,00000910,00001568,00029249,00036018,00000000,00000000,00000000,00000309,00001368,00001135,00002451,00005158,00004146,00001163,00000000,00001333,00000000,00000000,00000000,00002505,00000000,00000378,00000000,                                                                                                    
R032,42ND STREET/TIMES SQUARE      ,00098940,00005133,00000348,00001205,00000228,00038061,00072501,00000000,00000000,00000000,00000397,00002137,00000772,00000140,00009080,00003880,00002146,00000000,00001444,00000000,00000000,00000000,00001443,00000000,00000272,00000000,                                                                                                    
R033,42ND STREET/TIMES SQUARE      ,00170445,00008921,00000778,00001791,00000565,00084454,00075511,00000000,00000000,00000000,00000708,00002348,00002868,00000514,00012041,00004728,00002242,00000000,00004277,00000000,00000000,00000000,00005945,00000000,00000839,00000000,                                                                                                    
R034,125TH STREET & BROADWAY       ,00018097,00001617,00000148,00000325,00000032,00011315,00012133,00000000,00000000,00000000,00000038,00000118,00000431,00000036,00001151,00000491,00000306,00000000,00000476,00000000,00000000,00000000,00002297,00000000,00000132,00000000,                                                                                                    
R035,168TH STREET & BROADWAY       ,00057880,00004995,00000597,00000974,00000089,00037466,00044663,00000000,00000000,00000000,00000137,00000421,00001747,00000120,00003971,00001411,00001260,00000000,00000766,00000000,00000000,00000000,00006582,00000000,00000413,00000000,                                                                                                    
R036,DYCKMAN STREET                ,00010636,00001344,00000141,00000303,00000001,00010703,00006967,00000000,00000000,00000000,00000018,00000041,00000760,00000000,00000737,00000087,00000099,00000000,00000072,00000000,00000000,00000000,00003744,00000000,00000232,00000000,                                                                                                    
R037,207TH STREET                  ,00007290,00000778,00000161,00000185,00000001,00011088,00005947,00000000,00000000,00000000,00000013,00000023,00000411,00000009,00000565,00000057,00000085,00000000,00000059,00000000,00000000,00000000,00002420,00000000,00000220,00000000,                                                                                                    
R038,215TH STREET                  ,00002930,00000356,00000031,00000093,00000003,00001863,00002229,00000000,00000000,00000000,00000008,00000038,00000097,00000002,00000217,00000055,00000068,00000000,00000043,00000000,00000000,00000000,00000549,00000000,00000053,00000000,                                                                                                    
R039,225TH STREET                  ,00008840,00000678,00000103,00000127,00000037,00007272,00004928,00000000,00000000,00000000,00000009,00000034,00000329,00000026,00000580,00000098,00000107,00000000,00000077,00000000,00000000,00000000,00002532,00000000,00000170,00000000,                                                                                                    
R040,231ST STREET                  ,00013488,00001669,00000268,00000558,00000007,00011377,00010610,00000000,00000000,00000000,00000058,00000127,00000706,00000008,00001321,00000215,00000213,00000000,00000095,00000000,00000000,00000000,00002629,00000000,00000204,00000000,                                                                                                    
R041,BOWLING GREEN & BATTERY PL    ,00045559,00002698,00000378,00000786,00000569,00021598,00032506,00000000,00000000,00000000,00001996,00000868,00000587,00000881,00005147,00001669,00000759,00000000,00000717,00000000,00000000,00000000,00003581,00000000,00000320,00000000,                                                                                                    
R042,BOWLING GREEN & BROADWAY      ,00008833,00000417,00000056,00000091,00000062,00006824,00004578,00000000,00000000,00000000,00000111,00000133,00000089,00000141,00000550,00000234,00000078,00000000,00000308,00000000,00000000,00000000,00000371,00000000,00000076,00000000,                                                                                                    
R043,WALL STREET                   ,00049454,00002732,00000176,00000411,00000435,00017530,00032013,00000000,00000000,00000000,00000916,00000860,00000378,00000868,00003996,00001803,00000829,00000000,00000847,00000000,00000000,00000000,00002257,00000000,00000140,00000000,                                                                                                    
R044,BROOKLYN BRIDGE               ,00073794,00005374,00000315,00001223,00000264,00032571,00043573,00000000,00000001,00000000,00000399,00000930,00000930,00000733,00006019,00002140,00001161,00000000,00001384,00000000,00000000,00000000,00005705,00000000,00001443,00000000,                                                                                                    
R045,42ND STREET & GRAND CENTRAL   ,00078815,00004544,00000162,00000363,00001735,00012057,00026094,00000001,00000000,00000000,00000219,00001157,00000370,00002198,00003679,00003867,00000930,00000000,00000772,00000000,00000000,00000000,00000740,00000000,00000118,00000000,                                                                                                    
R046,42ND STREET & GRAND CENTRAL   ,00230031,00011224,00000642,00001363,00003038,00060946,00093326,00000000,00000000,00000000,00000663,00003133,00002697,00004035,00013597,00008498,00002732,00000000,00003775,00000000,00000000,00000000,00002454,00000000,00000508,00000000,                                                                                                    
R047,42ND STREET & GRAND CENTRAL   ,00103111,00005536,00000312,00000810,00001009,00029482,00066392,00000000,00000000,00000000,00000470,00002202,00000459,00001851,00010108,00004845,00001686,00000000,00001293,00000000,00000000,00000000,00001569,00000000,00000282,00000000,                                                                                                    
R048,42ND STREET & 3RD AVENUE      ,00032772,00001504,00000065,00000256,00000406,00006880,00019947,00000000,00000000,00000000,00000058,00000685,00000113,00000369,00002125,00001605,00000546,00000000,00000286,00000000,00000000,00000000,00000500,00000000,00000047,00000000,                                                                                                    
R049,51ST STREET & LEXINGTON AVE   ,00055188,00003220,00000184,00000551,00000125,00021518,00031879,00000000,00000000,00000000,00000273,00001283,00000442,00000144,00005309,00002085,00000869,00000000,00001244,00000000,00000000,00000000,00000904,00000000,00000161,00000000,                                                                                                    
R050,59TH STREET & LEXINGTON AVE   ,00053400,00004097,00000256,00000769,00000266,00022269,00037127,00000000,00000000,00000000,00000269,00001220,00000690,00000401,00005462,00002277,00001071,00000000,00000741,00000000,00000000,00000000,00001633,00000000,00000179,00000000,                                                                                                    
R051,59TH STREET & LEXINGTON AVE   ,00065989,00005410,00000434,00001110,00000136,00040812,00051867,00000000,00000000,00000000,00000298,00001194,00000618,00000261,00006979,00002270,00001325,00000000,00000786,00000000,00000000,00000000,00004171,00000000,00000376,00000000,                                                                                                    
R052,WOODLAWN ROAD                 ,00009329,00000656,00000238,00000378,00000007,00010557,00006297,00000000,00000000,00000000,00000035,00000070,00000617,00000005,00000669,00000105,00000038,00000000,00000054,00000000,00000000,00000000,00001174,00000000,00000322,00000000,                                                                                                    
R053,149TH STREET & 3RD AVENUE     ,00035970,00002184,00000636,00000966,00000017,00045181,00021600,00000000,00000000,00000000,00000052,00000173,00001490,00000010,00003087,00000206,00000222,00000000,00000210,00000000,00000000,00000000,00009095,00000000,00000997,00000000,                                                                                                    
R054,FIFTH AVENUE & 42ND STREET    ,00028760,00001522,00000122,00000315,00000169,00011049,00019644,00000000,00000000,00000000,00000143,00000684,00000267,00000095,00002714,00000983,00000581,00000000,00000427,00000000,00000000,00000000,00000657,00000000,00000090,00000000,                                                                                                    
R055,MAIN STREET                   ,00082588,00008952,00001023,00005493,00000047,00057089,00094724,00000000,00000000,00000000,00000135,00000708,00002577,00000026,00004715,00000920,00000625,00000000,00000788,00000000,00000000,00000000,00011422,00000000,00001816,00000000,                                                                                                    
R056,NEVINS STREET                 ,00021054,00001785,00000300,00000521,00000017,00013349,00014811,00000000,00000000,00000000,00000103,00000174,00000464,00000024,00002365,00000449,00000386,00000000,00000300,00000000,00000000,00000000,00003688,00000000,00000198,00000000,                                                                                                    
R057,BARCLAYS CENTER               ,00097510,00006628,00000942,00001925,00001813,00046116,00065846,00000000,00000000,00000000,00000171,00000973,00001685,00002286,00008634,00003352,00001721,00000000,00001586,00000000,00000000,00000000,00018602,00000000,00000810,00000000,                                                                                                    
R058,BERGEN STREET                 ,00006572,00000533,00000052,00000149,00000004,00003013,00007141,00000000,00000000,00000000,00000012,00000113,00000094,00000003,00001271,00000298,00000253,00000000,00000148,00000000,00000000,00000000,00000815,00000000,00000042,00000000,                                                                                                    
R059,GRAND ARMY PLAZA              ,00013818,00002312,00000170,00000400,00000012,00005692,00013131,00000000,00000000,00000000,00000022,00000295,00000369,00000014,00002144,00000540,00000489,00000000,00000190,00000000,00000000,00000000,00002524,00000000,00000053,00000000,                                                                                                    
R060,EASTERN PARKWAY               ,00011666,00001180,00000114,00000238,00000006,00006058,00009522,00000000,00000000,00000000,00000012,00000115,00000354,00000008,00001607,00000278,00000305,00000000,00000305,00000000,00000000,00000000,00001406,00000000,00000067,00000000,                                                                                                    
R061,NOSTRAND AVENUE               ,00006480,00000535,00000115,00000155,00000003,00005777,00005896,00000000,00000000,00000000,00000001,00000055,00000281,00000006,00000826,00000106,00000125,00000000,00000064,00000000,00000000,00000000,00001931,00000000,00000163,00000000,                                                                                                    
R062,UTICA AVENUE                  ,00046345,00003188,00001053,00001532,00000011,00043499,00032875,00000000,00000000,00000000,00000055,00000373,00001344,00000031,00004660,00000325,00000694,00000000,00000278,00000000,00000000,00000000,00007697,00000000,00001023,00000000,                                                                                                    
R063,SUTTER AVENUE                 ,00009888,00000607,00000190,00000226,00000013,00008612,00005279,00000000,00000000,00000000,00000002,00000088,00000421,00000000,00000671,00000105,00000192,00000000,00000050,00000000,00000002,00000000,00003348,00000000,00000283,00000000,                                                                                                    
R064,SARATOGA AVENUE               ,00008740,00000570,00000132,00000169,00000003,00006462,00004600,00000000,00000000,00000000,00000007,00000052,00000219,00000000,00000558,00000061,00000074,00000000,00000030,00000000,00000000,00000000,00003060,00000004,00000200,00000000,                                                                                                    
R065,ROCKAWAY AVENUE               ,00007019,00000576,00000122,00000204,00000000,00005727,00002865,00000000,00000000,00000000,00000006,00000022,00000535,00000003,00000448,00000251,00000109,00000000,00000034,00000001,00000000,00000000,00003034,00000000,00000156,00000000,                                                                                                    
R066,JUNIUS STREET                 ,00002776,00000306,00000046,00000096,00000001,00003293,00001524,00000000,00000000,00000000,00000004,00000028,00000131,00000000,00000155,00000005,00000022,00000000,00000019,00000000,00000000,00000000,00001640,00000000,00000101,00000000,                                                                                                    
R067,PENNSYLVANIA AVENUE           ,00006400,00000466,00000124,00000148,00000000,00005418,00002840,00000000,00000000,00000000,00000007,00000025,00000318,00000000,00000389,00000042,00000051,00000000,00000026,00000000,00000000,00000000,00003014,00000000,00000094,00000000,                                                                                                    
R068,VAN SICLEN AVENUE             ,00004530,00000347,00000078,00000085,00000002,00003618,00002276,00000000,00000000,00000000,00000006,00000029,00000179,00000000,00000376,00000027,00000038,00000000,00000010,00000000,00000000,00000000,00001560,00000000,00000093,00000000,                                                                                                    
R069,NEW LOTS AVENUE               ,00007577,00000521,00000165,00000217,00000005,00007402,00004074,00000000,00000000,00000000,00000015,00000023,00000323,00000000,00000592,00000083,00000052,00000000,00000058,00000000,00000000,00000000,00002478,00000002,00000219,00000000,                                                                                                    
R070,ST GEORGE TERMINAL            ,00031370,00001742,00000096,00000418,00000016,00005471,00009453,00000000,00000000,00000000,00000245,00001160,00000165,00000000,00001052,00002079,00000137,00000000,00000115,00000000,00000000,00000000,00003358,00000000,00000157,00000000,                                                                                                    
R072,34TH STREET - HUDSON YARDS    ,00025526,00000701,00000105,00000182,00000110,00010257,00011672,00000000,00000000,00000000,00000171,00000359,00000218,00000057,00001827,00000757,00000349,00000000,00000424,00000000,00000000,00000000,00000458,00000000,00000039,00000000,                                                                                                    
R079,FIFTH AVENUE & 60TH STREET    ,00045450,00002801,00000202,00000499,00000168,00017646,00024426,00000000,00000000,00000000,00000320,00000830,00000503,00000324,00004055,00001743,00000712,00000000,00000822,00000000,00000000,00000000,00000654,00000000,00000132,00000000,                                                                                                    
R080,57TH STREET & 7TH AVENUE      ,00089604,00007533,00000413,00001319,00000180,00039328,00066592,00000000,00000000,00000000,00000399,00001591,00001257,00000263,00010290,00003701,00001909,00000000,00001681,00000000,00000000,00000000,00002923,00000000,00000341,00000000,                                                                                                    
R081,49TH STREET & 7TH AVENUE      ,00069366,00003100,00000276,00000789,00000087,00035443,00043504,00000000,00000000,00000000,00000341,00001390,00000635,00000085,00007163,00002249,00001042,00000000,00002032,00000000,00000000,00000000,00002393,00000000,00000211,00000000,                                                                                                    
R082,28TH STREET & BROADWAY        ,00033700,00001279,00000132,00000345,00000035,00017251,00025846,00000000,00000000,00000000,00000146,00000557,00000351,00000036,00003031,00001067,00000897,00000000,00000853,00000000,00000000,00000000,00000529,00000000,00000065,00000000,                                                                                                    
R083,23RD STREET & 5TH AVENUE      ,00060513,00002749,00000301,00000617,00000144,00028108,00046694,00000000,00000000,00000000,00000462,00001031,00000460,00000105,00005785,00002313,00001410,00000000,00001239,00000000,00000000,00000000,00002341,00000000,00000174,00000000,                                                                                                    
R084,59TH STREET/COLUMBUS CIRCLE   ,00183092,00013764,00001014,00002806,00000592,00089481,00115412,00000000,00000000,00000000,00000557,00002152,00002408,00000861,00013997,00006247,00003354,00000000,00004133,00000000,00000000,00000000,00014116,00000000,00001868,00000000,                                                                                                    
R085,8TH STREET & BROADWAY         ,00045662,00002976,00000163,00000496,00000069,00018541,00031129,00000000,00000001,00000000,00000136,00000714,00000335,00000068,00004463,00001663,00000861,00000000,00001111,00000000,00000000,00000000,00001659,00000000,00000106,00000000,                                                                                                    
R086,PRINCE STREET & BROADWAY      ,00042442,00001430,00000140,00000247,00000035,00020827,00026012,00000000,00000000,00000000,00000160,00000461,00000254,00000067,00003241,00001168,00000788,00000000,00001148,00000000,00000000,00000000,00000870,00000000,00000136,00000000,                                                                                                    
R087,CITY HALL                     ,00013750,00001167,00000085,00000285,00000012,00005423,00010797,00000000,00000000,00000000,00000166,00000277,00000182,00000022,00001311,00000526,00000311,00000000,00000216,00000000,00000000,00000000,00001574,00000000,00000346,00000000,                                                                                                    
R088,CORTLANDT STREET              ,00057242,00001687,00000139,00000320,00000036,00019526,00027113,00000000,00000000,00000000,00000271,00001091,00000385,00000066,00003872,00001807,00000960,00000000,00001466,00000000,00000000,00000000,00001064,00000000,00000337,00000000,                                                                                                    
R089,JAY ST-METROTECH              ,00009524,00000440,00000042,00000095,00000011,00003287,00006276,00000000,00000000,00000000,00000042,00000185,00000125,00000015,00000771,00000409,00000184,00000000,00000185,00000000,00000000,00000000,00000783,00000000,00000075,00000000,                                                                                                    
R090,39TH AVENUE & 31ST STREET     ,00009532,00000605,00000095,00000175,00000015,00008033,00007967,00000000,00000000,00000000,00000017,00000130,00000284,00000009,00000827,00000174,00000230,00000000,00000244,00000000,00000000,00000000,00000949,00000000,00000090,00000000,                                                                                                    
R092,BROADWAY & 31ST STREET        ,00032136,00002379,00000221,00000589,00000013,00016606,00035960,00000000,00000000,00000000,00000027,00000327,00000849,00000014,00004642,00000824,00001138,00000000,00000384,00000000,00000000,00000000,00003777,00000000,00000263,00000000,                                                                                                    
R093,30TH AVENUE & 31ST STREET     ,00000000,00000000,00000000,00000000,00000000,00000000,00000001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R094,ASTORIA BLVD & 31ST STREET    ,00034450,00001634,00000227,00000416,00000020,00019242,00036163,00000000,00000000,00000000,00000028,00000392,00000699,00000031,00004759,00000827,00001079,00000000,00000377,00000000,00000000,00000000,00003013,00000000,00000251,00000000,                                                                                                    
R095,DITMARS BLVD & 31ST STREET    ,00032521,00001795,00000202,00000312,00000017,00016071,00031511,00000000,00000000,00000000,00000022,00000511,00001031,00000016,00003949,00000827,00000829,00000000,00000416,00000000,00000000,00000000,00003835,00000000,00000239,00000000,                                                                                                    
R096,82ND STREET-JACKSON HEIGHTS   ,00030008,00003038,00000440,00000779,00000012,00026836,00019909,00000000,00000000,00000000,00000020,00000157,00001116,00000013,00001384,00000248,00000292,00000000,00000344,00000000,00000000,00000000,00004953,00000000,00000620,00000000,                                                                                                    
R097,JUNCTION BLVD-ROOSEVELT AVE   ,00048652,00001790,00000266,00000598,00000021,00046425,00021256,00000000,00000000,00000000,00000025,00000150,00000912,00000007,00001197,00000171,00000298,00000000,00000234,00000000,00000000,00000000,00008015,00000000,00000737,00000000,                                                                                                    
R098,CHURCH AVENUE                 ,00029259,00002306,00000573,00000833,00000021,00026223,00026650,00000000,00000000,00000000,00000019,00000262,00000888,00000014,00003416,00000244,00000683,00000000,00000270,00000000,00000000,00000000,00005926,00000000,00000642,00000000,                                                                                                    
R099,DEKALB AVENUE                 ,00042753,00002786,00000371,00001245,00000050,00021180,00041688,00000000,00000000,00000000,00000066,00000697,00000603,00000059,00005967,00001529,00001040,00000000,00000728,00000000,00000000,00000000,00011128,00000000,00000432,00000000,                                                                                                    
R100,METROPOLITAN AVENUE           ,00005708,00000361,00000064,00000187,00000003,00003581,00003782,00000000,00000000,00000000,00000013,00000080,00000139,00000000,00000355,00000174,00000048,00000000,00000021,00000000,00000000,00000000,00001459,00000000,00000073,00000000,                                                                                                    
R101,145TH STREET                  ,00039146,00002275,00000380,00000842,00000044,00041023,00043869,00000000,00000000,00000000,00000077,00000219,00000936,00000019,00004463,00000569,00001004,00000000,00000646,00000000,00000000,00000000,00006715,00000000,00000543,00000000,                                                                                                    
R102,125TH STREET                  ,00051981,00003438,00000750,00001335,00000037,00046823,00043860,00000000,00000000,00000000,00000092,00000289,00001572,00000044,00005160,00000942,00000958,00000000,00000860,00000000,00000000,00000000,00008348,00000000,00000610,00000000,                                                                                                    
R103,BROADWAY-EAST NEW YORK        ,00014716,00000789,00000290,00000432,00000007,00015199,00008043,00000000,00000000,00000000,00000022,00000061,00000555,00000007,00000904,00000072,00000121,00000000,00000164,00000000,00000000,00000000,00003008,00000000,00000274,00000000,                                                                                                    
R104,167TH ST-GRAND CONCOURSE      ,00016706,00000869,00000195,00000338,00000001,00021771,00010892,00000000,00000000,00000000,00000005,00000032,00000591,00000005,00001210,00000067,00000133,00000000,00000146,00000000,00000000,00000000,00004193,00000002,00000433,00000000,                                                                                                    
R105,14TH STREET & 7TH AVENUE      ,00050593,00005535,00000481,00001286,00000138,00025203,00035270,00000000,00000000,00000000,00000156,00000901,00000666,00000179,00004957,00001993,00001012,00000000,00000956,00000000,00000000,00000000,00004057,00000000,00000153,00000000,                                                                                                    
R106,CASTLE HILL AVENUE            ,00012633,00000676,00000150,00000195,00000001,00010523,00007274,00000000,00000000,00000000,00000038,00000127,00000370,00000000,00000987,00000097,00000071,00000000,00000055,00000000,00000000,00000000,00003140,00000000,00000243,00000000,                                                                                                    
R107,WESTCHESTER SQUARE            ,00009437,00000653,00000142,00000282,00000000,00008382,00006017,00000000,00000000,00000000,00000073,00000060,00000400,00000005,00000672,00000141,00000080,00000000,00000035,00000000,00000000,00000000,00003256,00000000,00000225,00000000,                                                                                                    
R108,BOROUGH HALL - COURT STREET   ,00079203,00008087,00000713,00001659,00000322,00032262,00056754,00000000,00000000,00000000,00000451,00001100,00001367,00000464,00008445,00002577,00001501,00000000,00000996,00000000,00000000,00000000,00007682,00000000,00001086,00000000,                                                                                                    
R109,CHURCH AVENUE & NOSTRAND AV   ,00017922,00001355,00000372,00000494,00000005,00014368,00010432,00000000,00000000,00000000,00000014,00000114,00000617,00000010,00001471,00000069,00000233,00000000,00000142,00000000,00000000,00000000,00003318,00000000,00000317,00000000,                                                                                                    
R110,FLATBUSH AVE & NOSTRAND AV    ,00031588,00002294,00000788,00000967,00000032,00025262,00023868,00000000,00000000,00000000,00000101,00000389,00000744,00000010,00003358,00000478,00000366,00000000,00000175,00000000,00000000,00000000,00005710,00000000,00000763,00000000,                                                                                                    
