     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,05/12/2018-05/18/2018,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,                                                                   
R140,QUEENS PLAZA-JACKSON AVE      ,00022519,00000956,00000186,00000448,00000051,00016537,00019290,00000000,00000000,00000000,00000074,00000222,00000302,00000046,00002815,00000515,00000542,00000000,00000731,00000000,00000000,00000000,00004983,00000000,00001383,00000000,                                                                                                    
R141,71ST AVE-CONTINENTAL AVE      ,00050768,00006788,00000589,00001927,00000064,00022143,00043397,00000000,00000000,00000000,00000101,00001191,00001394,00000057,00004390,00001955,00000792,00000000,00000450,00000000,00000000,00000000,00006592,00000000,00000470,00000000,                                                                                                    
R142,ESSEX ST-DELANCEY ST          ,00052894,00003136,00000350,00001154,00000050,00032401,00038501,00000000,00000000,00000000,00000123,00000587,00001260,00000035,00004263,00001047,00000916,00000000,00001339,00000000,00000000,00000000,00011044,00000000,00000295,00000000,                                                                                                    
R143,28TH STREET-PARK AVE SOUTH    ,00053753,00003015,00000219,00000575,00000163,00021221,00033658,00000000,00000000,00000000,00000192,00001010,00000560,00000160,00005923,00001728,00000995,00000000,00000856,00000000,00000000,00000000,00001944,00000000,00000171,00000000,                                                                                                    
R144,96TH STREET-LEXINGTON AVE     ,00036798,00003828,00000265,00000675,00000047,00017975,00028170,00000000,00000000,00000000,00000235,00000497,00000775,00000123,00003027,00001322,00000889,00000000,00000415,00000000,00000000,00000000,00005751,00000000,00000200,00000000,                                                                                                    
R145,241ST ST-WHITE PLAINS RD      ,00011107,00000642,00000132,00000128,00000008,00008098,00003349,00000000,00000000,00000000,00000018,00000029,00000489,00000003,00000378,00000026,00000044,00000000,00000036,00000000,00000000,00000000,00002319,00000000,00000159,00000000,                                                                                                    
R146,HUNTS PT AVE-SOUTHERN BLVD    ,00016153,00000986,00000208,00000432,00000002,00021133,00010306,00000000,00000000,00000000,00000031,00000066,00000731,00000003,00001336,00000108,00000077,00000000,00000079,00000000,00000000,00000000,00004174,00000000,00000407,00000000,                                                                                                    
R147,61ST STREET-ROOSEVELT AVE     ,00034436,00002731,00000274,00000892,00000271,00022157,00028760,00000000,00000000,00000000,00000020,00000311,00000975,00000327,00001804,00000625,00000506,00000000,00000459,00000000,00000000,00000000,00004751,00000000,00000441,00000000,                                                                                                    
R148,PARKSIDE AVE-OCEAN AVE        ,00011534,00000763,00000176,00000311,00000001,00009659,00011587,00000000,00000000,00000000,00000011,00000093,00000405,00000002,00001498,00000196,00000275,00000000,00000162,00000000,00000000,00000000,00001463,00000000,00000151,00000000,                                                                                                    
R149,NEWKIRK PLAZA                 ,00020332,00002016,00000290,00000588,00000009,00013676,00017503,00000000,00000000,00000000,00000019,00000241,00000691,00000014,00001812,00000401,00000349,00000000,00000134,00000000,00000000,00000000,00004042,00000000,00000535,00000000,                                                                                                    
R150,AVENUE U-EAST 16TH STREET     ,00013673,00001801,00000153,00000942,00000001,00006509,00013993,00000000,00000000,00000000,00000021,00000231,00000366,00000000,00000617,00000302,00000168,00000000,00000046,00000000,00000000,00000000,00002692,00000000,00000236,00000000,                                                                                                    
R151,STILLWELL AVE-CONEY ISLAND    ,00023107,00001750,00000341,00001287,00000001,00018666,00014351,00000000,00000000,00000000,00000036,00000101,00000692,00000016,00000704,00000173,00000154,00000000,00000412,00000000,00000000,00000000,00004509,00000002,00000508,00000000,                                                                                                    
R152,ROCKAWAY PKWY-GLENWOOD RD     ,00019668,00001094,00000332,00000588,00000010,00019061,00012865,00000000,00000000,00000000,00000034,00000183,00000520,00000000,00002315,00000169,00000152,00000000,00000088,00000000,00000000,00000000,00003658,00000000,00000382,00000000,                                                                                                    
R153,UTICA AVE-STUYVESANT AVE      ,00028432,00001386,00000485,00000543,00000003,00029451,00023160,00000000,00000000,00000000,00000035,00000204,00000699,00000000,00002936,00000266,00000396,00000000,00000588,00000000,00000000,00000000,00006156,00000000,00000369,00000000,                                                                                                    
R154,TREMONT AVE-179TH ST          ,00014794,00000978,00000284,00000363,00000007,00020885,00009613,00000000,00000000,00000000,00000021,00000096,00000614,00000006,00001067,00000063,00000103,00000000,00000101,00000000,00000001,00000000,00004052,00000000,00000546,00000000,                                                                                                    
R155,KINGSBRIDGE RD-196TH ST       ,00014270,00000799,00000173,00000239,00000001,00016093,00008511,00000000,00000000,00000000,00000013,00000088,00000472,00000006,00000817,00000321,00000147,00000000,00000110,00000000,00000000,00000000,00004161,00000000,00000381,00000000,                                                                                                    
R156,BEDFORD PARK BLVD-203RD ST    ,00012149,00000835,00000163,00000253,00000010,00011796,00008764,00000000,00000000,00000000,00000007,00000084,00000449,00000002,00001156,00000096,00000100,00000000,00000084,00000000,00000000,00000000,00003729,00000000,00000264,00000000,                                                                                                    
R157,205TH ST-BAINBRIDGE AVE       ,00015066,00000961,00000167,00000326,00000002,00014905,00009982,00000000,00000000,00000000,00000014,00000095,00000505,00000008,00001390,00000090,00000135,00000000,00000080,00000000,00000000,00000000,00003423,00000000,00000439,00000000,                                                                                                    
R158,UNION TURNPIKE-KEW GARDENS    ,00034561,00003559,00000617,00001569,00000044,00026250,00037703,00000000,00000000,00000000,00000115,00000580,00000919,00000039,00003866,00000893,00000472,00000000,00000373,00000000,00000000,00000000,00003517,00000000,00000602,00000000,                                                                                                    
R159,116TH STREET-COLUMBIA         ,00043472,00002581,00000145,00000477,00000084,00013100,00019461,00000000,00000000,00000000,00000082,00000279,00000473,00000116,00001098,00001245,00000654,00000000,00001138,00000000,00000001,00000000,00001200,00000000,00000040,00000000,                                                                                                    
R160,ASTOR PLACE-4 AVENUE          ,00040970,00002700,00000163,00000502,00000075,00017703,00026118,00000000,00000000,00000000,00000100,00000545,00000380,00000156,00003566,00001259,00000636,00000000,00000849,00000000,00000000,00000000,00002436,00000000,00000156,00000000,                                                                                                    
R161,KINGSBRIDGE RD-JEROME AVE     ,00016866,00001001,00000187,00000296,00000010,00017971,00008734,00000000,00000000,00000000,00000036,00000082,00000528,00000003,00000878,00000137,00000218,00000000,00000098,00000000,00000000,00000000,00005269,00000000,00000446,00000000,                                                                                                    
R162,ELDER AVE-WESTCHESTER AVE     ,00013103,00000592,00000084,00000158,00000000,00014903,00005274,00000000,00000000,00000000,00000010,00000045,00000470,00000001,00000420,00000052,00000096,00000000,00000044,00000000,00000000,00000000,00003867,00000000,00000230,00000000,                                                                                                    
R163,14TH STREET-6TH AVENUE        ,00054570,00003208,00000282,00000705,00000032,00024866,00040980,00000000,00000000,00000000,00000207,00001066,00000406,00000045,00005847,00001843,00001246,00000000,00001072,00000000,00000000,00000000,00004035,00000000,00000156,00000000,                                                                                                    
R164,66TH STREET-BROADWAY          ,00054330,00009227,00000512,00001464,00000168,00024610,00036879,00000000,00000000,00000000,00000166,00000858,00001043,00000453,00004375,00002249,00001022,00000000,00001025,00000000,00000000,00000000,00012635,00000000,00000195,00000000,                                                                                                    
R165,TOMPKINSVILLE                 ,00002264,00000084,00000016,00000039,00000000,00000850,00000233,00000000,00000000,00000000,00000013,00000006,00000011,00000000,00000014,00000042,00000001,00000000,00000002,00000000,00000000,00000000,00000518,00000000,00000002,00000000,                                                                                                    
R166,79TH STREET-BROADWAY          ,00036572,00005348,00000337,00000963,00000062,00019132,00027010,00000000,00000000,00000000,00000092,00000589,00000635,00000035,00002792,00001370,00000830,00000000,00000841,00000000,00000000,00000000,00002604,00000000,00000101,00000000,                                                                                                    
R167,86TH STREET-BROADWAY          ,00040430,00006929,00000474,00001231,00000033,00022178,00033233,00000000,00000000,00000000,00000103,00000580,00000863,00000056,00003487,00001705,00000991,00000000,00000699,00000000,00000000,00000000,00004745,00000000,00000191,00000000,                                                                                                    
R168,96TH STREET-BROADWAY          ,00073170,00012677,00000987,00002899,00000071,00043063,00066751,00000000,00000000,00000000,00000124,00001272,00001966,00000164,00007639,00002646,00002004,00000000,00001178,00000000,00000000,00000000,00007737,00000000,00000401,00000001,                                                                                                    
R169,137TH STREET-BROADWAY         ,00028126,00002433,00000419,00000628,00000035,00029096,00026725,00000000,00000000,00000000,00000038,00000122,00001195,00000013,00002288,00000433,00000630,00000000,00000421,00000000,00000000,00000000,00005296,00000000,00000326,00000000,                                                                                                    
R170,14TH STREET-UNION SQUARE      ,00234350,00016138,00001598,00003948,00000530,00118994,00186438,00000000,00000000,00000000,00000819,00003453,00002847,00000762,00023870,00008227,00004873,00000000,00004031,00000000,00000000,00000000,00021266,00000000,00001197,00000000,                                                                                                    
R171,7TH AVENUE-PARK PLACE         ,00022949,00001993,00000148,00000336,00000004,00008548,00022646,00000000,00000000,00000000,00000012,00000315,00000314,00000005,00003749,00001116,00000778,00000000,00000344,00000000,00000000,00000000,00002344,00000000,00000055,00000000,                                                                                                    
R172,BRIGHTON BEACH-CONEY ISLAND   ,00025526,00003196,00000284,00000931,00000008,00012745,00017541,00000000,00000000,00000000,00000016,00000254,00000724,00000012,00000671,00000381,00000216,00000000,00000240,00000000,00000000,00000000,00004429,00000000,00002618,00000000,                                                                                                    
R173,207TH STREET-BROADWAY         ,00019111,00002032,00000319,00000621,00000017,00016843,00018355,00000000,00000000,00000000,00000085,00000188,00000924,00000014,00002247,00000303,00000434,00000000,00000228,00000000,00000000,00000000,00002672,00000000,00000302,00000000,                                                                                                    
R174,181ST STREET-FT WASH AVE      ,00020559,00002877,00000209,00000523,00000003,00013974,00022239,00000000,00000000,00000000,00000013,00000292,00000521,00000023,00002596,00000630,00000557,00000000,00000304,00000000,00000000,00000000,00003042,00000000,00000229,00000000,                                                                                                    
R175,8TH AVENUE-14TH STREET        ,00108121,00005189,00000525,00001308,00000235,00060649,00071629,00000000,00000000,00000000,00000338,00001581,00001162,00000301,00011945,00003961,00001935,00000000,00003273,00000000,00000000,00000000,00012567,00000000,00000394,00000000,                                                                                                    
R176,33RD STREET-PARK AVENUE       ,00066002,00004729,00000304,00000751,00000132,00026338,00041580,00000000,00000000,00000000,00000688,00001271,00000619,00000141,00006161,00002124,00000980,00000000,00001174,00000000,00000000,00000000,00003993,00000000,00000187,00000000,                                                                                                    
R177,68TH STREET-HUNTER COLLEGE    ,00055249,00005410,00000336,00000809,00000233,00023142,00035789,00000000,00000000,00000000,00000307,00000596,00001116,00000307,00003073,00001848,00000796,00000000,00000536,00000000,00000000,00000000,00004733,00000000,00000244,00000000,                                                                                                    
R178,77TH STREET-LEXINGTON AVE     ,00064433,00007192,00000343,00001097,00000153,00028482,00038071,00000000,00000000,00000000,00000277,00001060,00001388,00000206,00004040,00002161,00000913,00000000,00001093,00000000,00000000,00000000,00003908,00000000,00000195,00000000,                                                                                                    
R179,86TH STREET-LEXINGTON AVE     ,00096403,00010403,00000748,00001622,00000231,00052415,00067924,00000000,00000000,00000001,00000462,00001568,00001650,00000357,00007633,00003772,00001882,00000000,00001680,00000000,00000000,00000000,00006720,00000000,00000570,00000000,                                                                                                    
R180,103RD STREET-LEXINGTON AVE    ,00026085,00002469,00000237,00000619,00000022,00020648,00018161,00000000,00000000,00000000,00000051,00000172,00000965,00000046,00001618,00000611,00000416,00000000,00000276,00000000,00000000,00000000,00007129,00000000,00000303,00000000,                                                                                                    
R181,110TH STREET-LEXINGTON AVE    ,00020247,00001739,00000285,00000538,00000018,00018201,00016663,00000000,00000000,00000000,00000058,00000131,00000610,00000026,00001856,00000338,00000404,00000000,00000266,00000000,00000000,00000000,00005569,00000000,00000352,00000000,                                                                                                    
R182,116TH STREET-LEXINGTON AVE    ,00025416,00002075,00000447,00000832,00000017,00027293,00021150,00000000,00000000,00000000,00000067,00000165,00000915,00000004,00002071,00000394,00000370,00000000,00000312,00000000,00000000,00000000,00007473,00000000,00000417,00000000,                                                                                                    
R183,BEDFORD PARK BLVD-JEROME AV   ,00008786,00000525,00000108,00000168,00000007,00008088,00005341,00000000,00000000,00000000,00000020,00000048,00000226,00000004,00000596,00000089,00000062,00000000,00000031,00000000,00000000,00000000,00006421,00000000,00000295,00000000,                                                                                                    
R184,CORTELYOU RD-EAST 16TH ST     ,00013717,00001071,00000130,00000193,00000000,00007790,00011566,00000000,00000000,00000000,00000034,00000156,00000372,00000001,00001399,00000286,00000301,00000000,00000120,00000000,00000000,00000000,00002898,00000000,00000254,00000000,                                                                                                    
R185,DYCKMAN STREET-BROADWAY       ,00013593,00001246,00000140,00000344,00000001,00011037,00012187,00000000,00000000,00000000,00000023,00000120,00000484,00000002,00001375,00000227,00000262,00000000,00000176,00000000,00000000,00000000,00002931,00000000,00000182,00000000,                                                                                                    
R186,86TH ST-CENTRAL PARK WEST     ,00017634,00002342,00000116,00000420,00000026,00008867,00015483,00000000,00000000,00000000,00000051,00000383,00000265,00000053,00001824,00000828,00000448,00000000,00000361,00000000,00000000,00000000,00002971,00000000,00000063,00000000,                                                                                                    
R187,81ST STREET-MUSEUM            ,00029717,00002579,00000123,00000404,00000028,00018343,00016482,00000000,00000000,00000000,00000058,00000286,00000452,00000058,00002188,00000815,00000436,00000000,00001311,00000000,00000000,00000000,00002341,00000000,00000078,00000000,                                                                                                    
R188,50TH STREET-8TH AVENUE        ,00049522,00002753,00000247,00000788,00000248,00024966,00028342,00000000,00000000,00000000,00000160,00000608,00000747,00000208,00003457,00001779,00000918,00000000,00002019,00000000,00000000,00000000,00006961,00000000,00000188,00000000,                                                                                                    
R189,CHRISTOPHER ST-SHERIDAN SQ    ,00027840,00002758,00000131,00000449,00000040,00012918,00015126,00000000,00000000,00000000,00000063,00000367,00000441,00000056,00001663,00000952,00000479,00000000,00000809,00000000,00000000,00000000,00000804,00000000,00000056,00000000,                                                                                                    
R190,23RD STREET-7TH AVENUE        ,00032456,00003449,00000392,00000857,00000075,00016045,00023361,00000000,00000000,00000000,00000132,00000539,00000541,00000088,00002927,00001195,00000734,00000000,00000662,00000000,00000000,00000000,00003620,00000000,00000135,00000000,                                                                                                    
R191,103RD STREET-BROADWAY         ,00026651,00005211,00000350,00001102,00000015,00019261,00022200,00000000,00000001,00000000,00000038,00000242,00001066,00000015,00002036,00000799,00000627,00000000,00000833,00000000,00000000,00000000,00003725,00000000,00000150,00000000,                                                                                                    
R192,110TH STREET-BROADWAY         ,00035528,00004104,00000290,00000890,00000030,00016612,00023151,00000000,00000000,00000000,00000057,00000248,00000712,00000042,00002153,00000877,00000571,00000000,00000837,00000000,00000000,00000000,00003589,00000000,00000116,00000000,                                                                                                    
R193,157TH STREET-BROADWAY         ,00014786,00001730,00000301,00000492,00000000,00017677,00015331,00000000,00000000,00000000,00000012,00000083,00000673,00000007,00001328,00000149,00000287,00000000,00000200,00000000,00000000,00000000,00003292,00000000,00000252,00000000,                                                                                                    
R194,BLEECKER ST-LAFAYETTE ST      ,00038782,00001893,00000116,00000355,00000073,00019826,00026670,00000000,00000000,00000000,00000073,00000568,00000324,00000139,00003287,00001388,00000675,00000000,00000924,00000000,00000000,00000000,00001356,00000000,00000174,00000000,                                                                                                    
R195,161ST STREET-YANKEE STADIUM   ,00060052,00003124,00000611,00001029,00000065,00046070,00027831,00000000,00000000,00000000,00000076,00000332,00001665,00000083,00004104,00000747,00000495,00000000,00001139,00000000,00000000,00000000,00008824,00000000,00000937,00000000,                                                                                                    
R196,PROSPECT PARK-EMPIRE BLVD     ,00018834,00001312,00000265,00000384,00000001,00014691,00020060,00000000,00000000,00000000,00000018,00000190,00000360,00000006,00002603,00000374,00000489,00000000,00000358,00000000,00000000,00000000,00002823,00000000,00000356,00000000,                                                                                                    
R197,36TH STREET-4TH AVENUE        ,00029127,00001463,00000214,00000626,00000038,00018580,00022697,00000000,00000000,00000000,00000041,00000331,00000572,00000041,00001858,00000591,00000518,00000000,00000361,00000000,00000000,00000000,00005124,00000000,00000296,00000000,                                                                                                    
R198,NOSTRAND AVE-FULTON ST        ,00031472,00001688,00000493,00000553,00000005,00028052,00030212,00000000,00000000,00000000,00000028,00000255,00000776,00000006,00004124,00000443,00000611,00000000,00000842,00000000,00000000,00000000,00004578,00000000,00000295,00000000,                                                                                                    
R199,KINGSTON AVE-THROOP AVE       ,00012125,00000519,00000119,00000172,00000001,00010344,00009830,00000000,00000000,00000000,00000007,00000063,00000260,00000001,00001357,00000157,00000234,00000000,00000281,00000000,00000000,00000000,00003424,00000000,00000071,00000000,                                                                                                    
R200,EUCLID AVE-PITKIN AVE         ,00019683,00001147,00000297,00000446,00000001,00016690,00010291,00000000,00000000,00000000,00000018,00000090,00000839,00000002,00000981,00000092,00000143,00000000,00000117,00000000,00000000,00000000,00005783,00000000,00000419,00000000,                                                                                                    
R201,WOODHAVEN BLVD-QUEENS BLVD    ,00037957,00003266,00000397,00001096,00000013,00026340,00031738,00000000,00000000,00000000,00000081,00000413,00001063,00000037,00002577,00000477,00000465,00000000,00000358,00000000,00000000,00000000,00006502,00000000,00000751,00000000,                                                                                                    
R202,63RD DRIVE-REGO PARK          ,00032748,00005387,00000386,00001226,00000021,00014549,00027907,00000000,00000000,00000000,00000042,00000518,00001167,00000032,00002690,00000798,00000600,00000000,00000328,00000000,00000000,00000000,00002650,00000000,00000330,00000000,                                                                                                    
R203,23RD STREET-6TH AVENUE        ,00040444,00002068,00000232,00000638,00000053,00014213,00027206,00000000,00000000,00000000,00000222,00001079,00000377,00000042,00003542,00001618,00000825,00000000,00000663,00000000,00000000,00000000,00001577,00000000,00000107,00000000,                                                                                                    
R204,CHURCH AVE-MCDONALD AVE       ,00020473,00002049,00000212,00000828,00000005,00013355,00018905,00000000,00000000,00000000,00000020,00000244,00000529,00000012,00001425,00000364,00000299,00000000,00000188,00000000,00000000,00000000,00004216,00000000,00000293,00000000,                                                                                                    
R205,149TH ST-GRAND CONCOURSE      ,00022596,00001223,00000404,00000489,00000024,00022736,00013426,00000000,00000000,00000000,00000038,00000077,00000554,00000024,00003318,00000263,00000220,00000000,00000118,00000000,00000000,00000000,00007947,00000000,00002369,00000000,                                                                                                    
R206,125TH STREET-LENOX AVENUE     ,00025263,00002042,00000577,00000968,00000051,00026219,00021632,00000001,00000000,00000000,00000108,00000169,00001051,00000068,00002971,00000484,00000496,00000000,00000438,00000000,00000000,00000000,00004538,00000000,00000392,00000000,                                                                                                    
R207,135TH STREET-LENOX AVENUE     ,00023814,00002422,00000577,00000891,00000012,00022972,00021358,00000000,00000000,00000000,00000039,00000091,00000907,00000022,00004510,00000302,00000543,00000000,00000235,00000000,00000000,00000000,00005421,00000000,00000347,00000000,                                                                                                    
R208,103RD ST-ROOSEVELT AVE        ,00039499,00001362,00000250,00000440,00000012,00048759,00016969,00000000,00000000,00000000,00000017,00000093,00001159,00000009,00000926,00000607,00000539,00000000,00000208,00000000,00000000,00000000,00007509,00000000,00000775,00000000,                                                                                                    
R209,STERLING ST-NOSTRAND AVE      ,00010959,00001066,00000195,00000268,00000001,00007868,00008975,00000000,00000000,00000000,00000005,00000140,00000477,00000001,00001269,00000144,00000249,00000000,00000111,00000000,00000000,00000000,00001789,00000000,00000139,00000000,                                                                                                    
R210,BEVERLY RD-NOSTRAND AVE       ,00009047,00000707,00000138,00000160,00000002,00006739,00004902,00000000,00000000,00000000,00000002,00000076,00000333,00000001,00000711,00000084,00000095,00000000,00000077,00000000,00000000,00000000,00002110,00000000,00000113,00000000,                                                                                                    
R211,KINGS HIGHWAY-EAST 16TH ST    ,00036732,00004319,00000350,00001435,00000013,00017261,00029220,00000000,00000000,00000000,00000043,00000747,00000915,00000014,00001999,00001204,00000331,00000000,00000177,00000000,00000000,00000000,00006163,00000000,00000584,00000000,                                                                                                    
R212,59TH STREET-4TH AVENUE        ,00027690,00001785,00000191,00000758,00000017,00016999,00020837,00000000,00000000,00000000,00000041,00000201,00000527,00000018,00001355,00000263,00000310,00000000,00000116,00000000,00000000,00000000,00005472,00000000,00000403,00000000,                                                                                                    
R213,BAY RIDGE AVE-4TH AVENUE      ,00015157,00001286,00000114,00000391,00000007,00007526,00012791,00000000,00000000,00000000,00000070,00000142,00000425,00000010,00000988,00000333,00000198,00000000,00000113,00000000,00000000,00000000,00003286,00000000,00000159,00000000,                                                                                                    
R214,77TH STREET-4TH AVENUE        ,00012895,00001161,00000078,00000263,00000002,00004657,00009569,00000000,00000000,00000000,00000041,00000293,00000322,00000002,00001079,00000353,00000190,00000000,00000082,00000000,00000000,00000000,00001556,00000000,00000104,00000000,                                                                                                    
R215,86TH STREET-4TH AVENUE        ,00017840,00001523,00000236,00000735,00000004,00011896,00017026,00000000,00000000,00000000,00000171,00000239,00000432,00000008,00001215,00000507,00000300,00000000,00000096,00000000,00000000,00000000,00004498,00000000,00000480,00000000,                                                                                                    
R216,BAY RIDGE - 95TH STREET       ,00013675,00001537,00000109,00000295,00000003,00004937,00009213,00000000,00000000,00000000,00000068,00000286,00000364,00000012,00000939,00000539,00000211,00000000,00000068,00000000,00000000,00000000,00001319,00000000,00000084,00000000,                                                                                                    
R217,HOYT ST-SCHERMERHORN ST       ,00023281,00001285,00000169,00000319,00000007,00014639,00016211,00000000,00000000,00000000,00000020,00000220,00000441,00000002,00002341,00000524,00000466,00000000,00000516,00000000,00000000,00000000,00002314,00000000,00000192,00000000,                                                                                                    
R218,ELMHURST AVE-BROADWAY         ,00022838,00002566,00000228,00000979,00000005,00014901,00028208,00000000,00000000,00000000,00000018,00000192,00000884,00000022,00001314,00000247,00000378,00000000,00000244,00000000,00000000,00000000,00004559,00000000,00000370,00000000,                                                                                                    
R219,67TH AVENUE-QUEENS BLVD       ,00018311,00002910,00000165,00000623,00000002,00005210,00016228,00000000,00000000,00000000,00000026,00000352,00000574,00000008,00001733,00000560,00000358,00000000,00000162,00000000,00000000,00000000,00004491,00000000,00000100,00000000,                                                                                                    
R220,CARROLL ST-PRESIDENT ST       ,00025734,00001599,00000115,00000299,00000010,00010641,00021413,00000000,00000000,00000000,00000012,00000486,00000277,00000010,00003441,00001048,00000719,00000000,00000472,00000000,00000000,00000000,00004093,00000000,00000066,00000000,                                                                                                    
R221,167TH STREET-RIVER AVENUE     ,00014985,00000799,00000177,00000261,00000004,00018692,00008259,00000000,00000000,00000000,00000010,00000047,00000489,00000001,00001057,00000055,00000089,00000000,00000069,00000000,00000000,00000000,00003685,00000000,00000468,00000000,                                                                                                    
R222,177TH STREET-PARKCHESTER      ,00028466,00002091,00000323,00000698,00000006,00022827,00019955,00000000,00000000,00000000,00000148,00000272,00000834,00000015,00002591,00000234,00000199,00000000,00000092,00000000,00000000,00000000,00006521,00000000,00000576,00000000,                                                                                                    
R223,46TH ST-BLISS ST              ,00024307,00002091,00000238,00000509,00000017,00018003,00023523,00000000,00000000,00000000,00000019,00000189,00000686,00000020,00001839,00000327,00000391,00000000,00000242,00000000,00000000,00000000,00003699,00000000,00000361,00000000,                                                                                                    
R224,CLARK STREET-HENRY STREET     ,00010392,00001470,00000065,00000266,00000016,00003994,00008779,00000000,00000000,00000000,00000020,00000154,00000179,00000031,00001257,00000455,00000295,00000000,00000229,00000000,00000000,00000000,00000681,00000000,00000027,00000000,                                                                                                    
R225,HOYT STREET-HOYT STREET       ,00006583,00000649,00000096,00000124,00000044,00004165,00004483,00000000,00000000,00000000,00000000,00000050,00000146,00000041,00000672,00000150,00000104,00000000,00000044,00000000,00000000,00000000,00002283,00000000,00000099,00000000,                                                                                                    
R226,GUN HILL ROAD-SEYMOUR         ,00011034,00000656,00000145,00000196,00000001,00007280,00004368,00000000,00000000,00000000,00000047,00000118,00000369,00000000,00000795,00000130,00000092,00000000,00000046,00000000,00000000,00000000,00002398,00000000,00000229,00000000,                                                                                                    
R227,RECTOR STREET-CHURCH STREET   ,00014517,00000966,00000055,00000183,00000013,00005530,00010813,00000000,00000000,00000000,00000842,00000338,00000141,00000018,00001401,00000529,00000257,00000000,00000354,00000000,00000000,00000000,00000797,00000000,00000018,00000000,                                                                                                    
R228,AVENUE J-EAST 16TH STREET     ,00011568,00001233,00000170,00000427,00000002,00007835,00009622,00000000,00000000,00000000,00000010,00000225,00000278,00000010,00000570,00000323,00000151,00000000,00000064,00000000,00000000,00000000,00002143,00000000,00000341,00000000,                                                                                                    
R229,AVENUE M-EAST 16TH STREET     ,00013006,00001374,00000165,00000354,00000004,00006604,00008611,00000000,00000000,00000000,00000019,00000239,00000366,00000008,00000467,00000448,00000133,00000000,00000055,00000000,00000000,00000000,00004884,00000000,00000148,00000000,                                                                                                    
R230,NECK ROAD-EAST 16TH STREET    ,00010013,00001328,00000059,00000419,00000000,00002958,00008860,00000000,00000000,00000000,00000005,00000249,00000324,00000000,00000522,00000297,00000135,00000000,00000037,00000000,00000000,00000000,00002011,00000000,00000110,00000000,                                                                                                    
R231,UNION STREET-4TH AVENUE       ,00016003,00001057,00000112,00000196,00000004,00006931,00013458,00000000,00000000,00000000,00000017,00000310,00000313,00000008,00002044,00000661,00000435,00000000,00000403,00000000,00000000,00000000,00001419,00000000,00000055,00000000,                                                                                                    
R232,45TH STREET-4TH AVENUE        ,00016468,00001084,00000133,00000355,00000006,00010515,00009742,00000000,00000000,00000000,00000012,00000099,00000398,00000007,00000751,00000148,00000193,00000000,00000116,00000000,00000000,00000000,00003836,00000000,00000198,00000000,                                                                                                    
R233,53RD STREET-4TH AVENUE        ,00016726,00001090,00000118,00000265,00000004,00010316,00009922,00000000,00000000,00000000,00000016,00000082,00000462,00000000,00000665,00000122,00000159,00000000,00000154,00000000,00000000,00000000,00003907,00000000,00000239,00000000,                                                                                                    
R234,50TH STREET-NEW UTRECHT AVE   ,00007053,00000797,00000074,00000224,00000006,00003501,00003772,00000000,00000000,00000000,00000002,00000094,00000247,00000002,00000126,00000105,00000044,00000000,00000041,00000000,00000000,00000000,00001313,00000000,00000076,00000000,                                                                                                    
R235,BEDFORD AVE-NORTH 7TH ST      ,00073954,00001434,00000150,00000349,00000042,00039978,00054189,00000000,00000000,00000000,00000100,00000798,00000426,00000030,00007278,00002056,00001389,00000000,00002088,00000000,00000000,00000000,00004087,00000000,00000180,00000000,                                                                                                    
R236,DEKALB AVE-WYCKOFF AVE        ,00024615,00000959,00000134,00000262,00000003,00021694,00024003,00000000,00000000,00000000,00000022,00000141,00000604,00000016,00002268,00000270,00000426,00000000,00000360,00000000,00000002,00000000,00003147,00000002,00000342,00000000,                                                                                                    
R237,182ND STREET-183RD STREET     ,00009672,00000517,00000066,00000101,00000010,00010418,00004414,00000000,00000000,00000000,00000002,00000030,00000365,00000000,00000480,00000139,00000051,00000000,00000046,00000000,00000000,00000000,00002719,00000000,00000281,00000000,                                                                                                    
R238,STEINWAY ST-BROADWAY          ,00029651,00001780,00000258,00000526,00000011,00020082,00029894,00000000,00000000,00000000,00000035,00000278,00000803,00000012,00003014,00000560,00000637,00000000,00000369,00000000,00000000,00000000,00004136,00000000,00000333,00000000,                                                                                                    
R239,GREENPOINT AVE                ,00022249,00001338,00000167,00000462,00000012,00013428,00017410,00000000,00000000,00000000,00000013,00000189,00000342,00000016,00002011,00000600,00000467,00000000,00000462,00000000,00000000,00000000,00001183,00000000,00000097,00000000,                                                                                                    
R240,GRAND ST-CHRISTIE ST          ,00048975,00010204,00000339,00005144,00000051,00018183,00054431,00000000,00000000,00000000,00000114,00000595,00001503,00000064,00002711,00000876,00000682,00000000,00001173,00000000,00000000,00000000,00007342,00000000,00000258,00000000,                                                                                                    
