     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,06/02/2018-06/08/2018,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,                                                                   
R013,34TH STREET & 8TH AVENUE      ,00052078,00002426,00000301,00000693,00000890,00019046,00028609,00000000,00000000,00000000,00000255,00000791,00000518,00001301,00003369,00002036,00000771,00000000,00001140,00000000,00000000,00000000,00000969,00000000,00000017,00000000,                                                                                                    
R014,FULTON STREET                 ,00181661,00005844,00000505,00001170,00001132,00061154,00088358,00000000,00000000,00000000,00000616,00002863,00001318,00001588,00013256,00005396,00002545,00000000,00003444,00000000,00000000,00000000,00006115,00000000,00000098,00000000,                                                                                                    
R015,FIFTH AVENUE                  ,00077129,00003460,00000198,00000473,00001040,00017833,00032490,00000000,00000000,00000000,00000240,00002132,00000537,00001100,00005303,00004216,00000994,00000000,00001505,00000000,00000000,00000000,00000658,00000000,00000046,00000000,                                                                                                    
R016,LEXINGTON AVENUE              ,00018020,00000995,00000060,00000172,00000091,00005873,00010911,00000000,00000000,00000000,00000073,00000382,00000127,00000099,00001542,00000813,00000269,00000000,00000242,00000000,00000000,00000000,00000285,00000000,00000010,00000000,                                                                                                    
R017,LEXINGTON AVENUE              ,00094811,00005922,00000298,00000951,00000790,00025884,00052529,00000000,00000000,00000000,00000237,00002030,00001023,00000969,00006683,00004418,00001484,00000000,00001656,00000000,00000000,00000000,00003254,00000000,00000097,00000000,                                                                                                    
R018,ROOSEVELT AVE/JACKSON HTS     ,00092442,00008404,00001500,00003525,00000030,00077124,00099424,00000000,00000000,00000000,00000092,00000675,00002432,00000044,00007100,00001125,00001535,00000000,00001258,00000000,00000000,00000000,00008721,00000000,00000598,00000000,                                                                                                    
R019,179TH STREET & HILLSIDE AVE   ,00030291,00002263,00000559,00001050,00000013,00020900,00025320,00000000,00000000,00000000,00000053,00000641,00001050,00000005,00002935,00000531,00000298,00000000,00000182,00000000,00000000,00000000,00003663,00000000,00000224,00000000,                                                                                                    
R020,47-50 STREETS/ROCKEFELLER     ,00124245,00007838,00000477,00001307,00000651,00041423,00078312,00000000,00000000,00000000,00000519,00003780,00001270,00000682,00014317,00005269,00002195,00000000,00001793,00000000,00000000,00000000,00002401,00000000,00000068,00000000,                                                                                                    
R021,42ND STREET & 6TH AVENUE      ,00086786,00004860,00000455,00001055,00000130,00034520,00068507,00000000,00000000,00000000,00000374,00002681,00000784,00000091,00010835,00003429,00001953,00000000,00001297,00000000,00000000,00000000,00002138,00000000,00000082,00000000,                                                                                                    
R022,34TH STREET & 6TH AVENUE      ,00181252,00009921,00000934,00002304,00000839,00081149,00114904,00000000,00000000,00000000,00001542,00002641,00002784,00000825,00014363,00004943,00002632,00000000,00003378,00000000,00000000,00000000,00005830,00000000,00000263,00000000,                                                                                                    
R023,34TH STREET & 6TH AVENUE      ,00137827,00007266,00000577,00001571,00000623,00041927,00080530,00000000,00000000,00000000,00000295,00002813,00001453,00000635,00009207,00004841,00002150,00000000,00001658,00000000,00000000,00000000,00002963,00000000,00000126,00000000,                                                                                                    
R024,SUTPHIN BOULEVARD             ,00047627,00002735,00000527,00000872,00000408,00036179,00021704,00000000,00000000,00000000,00000029,00000315,00001355,00000400,00001995,00000822,00000254,00000000,00012962,00000000,00000000,00000000,00002714,00000000,00000270,00000000,                                                                                                    
R025,JAMAICA CENTER-PARSONS BLVD   ,00050511,00002485,00000997,00001697,00000015,00057279,00032911,00000000,00000000,00000000,00000084,00000370,00001932,00000027,00004627,00000795,00000349,00000000,00000505,00000000,00000000,00000000,00006284,00000000,00000445,00000000,                                                                                                    
R027,WALL STREET                   ,00053706,00002555,00000114,00000464,00001254,00011581,00033076,00000000,00000000,00000000,00000145,00001034,00000287,00001645,00004729,00002535,00000953,00000000,00000642,00000000,00000000,00000000,00001276,00000000,00000021,00000000,                                                                                                    
R028,FULTON & WILLIAM STREETS      ,00064022,00004095,00000319,00001122,00000566,00023946,00046103,00000001,00000000,00000000,00000152,00001033,00000684,00000658,00008005,00002018,00001178,00000000,00001232,00000000,00000000,00000000,00002392,00000000,00000036,00000000,                                                                                                    
R029,PARK PLACE                    ,00133360,00006113,00000490,00001373,00001058,00039542,00066697,00000000,00000000,00000000,00001390,00002408,00001490,00001464,00009444,00004490,00002217,00000000,00002690,00000000,00000000,00000000,00005427,00000000,00000075,00000000,                                                                                                    
R030,CHAMBERS STREET               ,00046838,00003023,00000273,00000621,00000638,00015176,00028018,00000000,00000000,00000000,00000159,00000919,00000551,00000852,00004028,00002014,00000888,00000000,00000680,00000000,00000000,00000000,00007670,00000000,00000021,00000000,                                                                                                    
R031,34TH STREET & 7TH AVENUE      ,00095873,00005738,00000430,00001027,00001624,00028769,00037338,00000000,00000000,00000000,00000335,00001249,00001297,00002407,00005201,00003998,00001157,00000000,00001158,00000000,00000000,00000000,00002727,00000000,00000037,00000000,                                                                                                    
R032,42ND STREET/TIMES SQUARE      ,00101601,00005483,00000399,00001315,00000195,00039227,00075523,00000000,00000000,00000000,00000358,00002132,00000812,00000115,00009246,00003850,00002109,00000000,00001458,00000000,00000000,00000000,00001587,00000000,00000074,00000000,                                                                                                    
R033,42ND STREET/TIMES SQUARE      ,00180679,00009482,00000934,00001864,00000495,00087316,00081671,00000000,00000000,00000000,00000666,00002450,00003625,00000471,00012107,00004536,00002324,00000000,00004053,00000000,00000000,00000000,00006780,00000000,00000223,00000000,                                                                                                    
R034,125TH STREET & BROADWAY       ,00016861,00001732,00000146,00000352,00000048,00010944,00013921,00000000,00000000,00000000,00000030,00000133,00000550,00000028,00001256,00000464,00000308,00000000,00000279,00000000,00000000,00000000,00002076,00000000,00000022,00000000,                                                                                                    
R035,168TH STREET & BROADWAY       ,00064282,00006058,00000761,00001128,00000124,00039833,00050016,00000000,00000000,00000000,00000108,00000509,00002166,00000103,00004440,00001500,00001369,00000000,00000814,00000000,00000000,00000000,00005928,00000000,00000057,00000000,                                                                                                    
R036,DYCKMAN STREET                ,00016405,00001871,00000224,00000422,00000001,00015381,00010781,00000000,00000000,00000000,00000018,00000069,00001027,00000003,00001162,00000158,00000176,00000000,00000137,00000000,00000000,00000000,00003382,00000000,00000026,00000000,                                                                                                    
R037,207TH STREET                  ,00010906,00001086,00000259,00000236,00000002,00015456,00008329,00000000,00000000,00000000,00000024,00000054,00000653,00000010,00000878,00000086,00000125,00000000,00000078,00000000,00000000,00000000,00002249,00000000,00000017,00000000,                                                                                                    
R038,215TH STREET                  ,00004339,00000525,00000054,00000143,00000001,00002562,00003475,00000000,00000000,00000000,00000012,00000063,00000142,00000001,00000342,00000107,00000097,00000000,00000049,00000000,00000000,00000000,00000576,00000000,00000002,00000000,                                                                                                    
R039,225TH STREET                  ,00011666,00000962,00000139,00000157,00000054,00009725,00006205,00000000,00000000,00000000,00000004,00000057,00000490,00000042,00000662,00000147,00000155,00000000,00000091,00000000,00000000,00000000,00002437,00000000,00000007,00000000,                                                                                                    
R040,231ST STREET                  ,00017605,00002241,00000351,00000704,00000012,00014422,00012687,00000000,00000000,00000000,00000080,00000139,00000985,00000010,00001576,00000276,00000205,00000000,00000117,00000000,00000000,00000000,00002363,00000000,00000023,00000000,                                                                                                    
R041,BOWLING GREEN & BATTERY PL    ,00047200,00002756,00000342,00000800,00000659,00020721,00032688,00000000,00000001,00000000,00001888,00000890,00000586,00000891,00005268,00001747,00000736,00000000,00000686,00000000,00000000,00000000,00002992,00000000,00000039,00000000,                                                                                                    
R042,BOWLING GREEN & BROADWAY      ,00010350,00000442,00000060,00000126,00000104,00007270,00005271,00000000,00000000,00000000,00000130,00000140,00000093,00000131,00000694,00000298,00000095,00000000,00000319,00000000,00000000,00000000,00000414,00000000,00000006,00000000,                                                                                                    
R043,WALL STREET                   ,00049444,00002442,00000183,00000407,00000490,00016347,00031731,00000000,00000000,00000000,00000879,00000897,00000394,00000944,00003825,00001833,00000779,00000000,00000707,00000000,00000000,00000000,00001762,00000000,00000015,00000000,                                                                                                    
R044,BROOKLYN BRIDGE               ,00077120,00005521,00000394,00001197,00000321,00031891,00044768,00000000,00000000,00000000,00000411,00001043,00000965,00000760,00006250,00002390,00001235,00000000,00001432,00000000,00000000,00000000,00004491,00000000,00000038,00000000,                                                                                                    
R045,42ND STREET & GRAND CENTRAL   ,00072255,00004357,00000179,00000365,00001725,00011175,00025218,00000000,00000000,00000000,00000222,00001074,00000387,00002072,00003480,00003473,00000790,00000000,00000624,00000000,00000000,00000000,00000717,00000000,00000014,00000000,                                                                                                    
R046,42ND STREET & GRAND CENTRAL   ,00238553,00011296,00000652,00001368,00003216,00060086,00097819,00000000,00000001,00000000,00000706,00003271,00003006,00003967,00013407,00008372,00002790,00000000,00003652,00000000,00000000,00000000,00002467,00000000,00000118,00000000,                                                                                                    
R047,42ND STREET & GRAND CENTRAL   ,00101427,00005531,00000333,00000835,00001178,00028929,00065957,00000000,00000000,00000000,00000466,00002216,00000476,00001820,00009921,00004549,00001654,00000000,00001211,00000000,00000000,00000000,00001526,00000000,00000069,00000000,                                                                                                    
R048,42ND STREET & 3RD AVENUE      ,00033293,00001540,00000092,00000314,00000449,00007818,00020739,00000000,00000000,00000000,00000058,00000710,00000145,00000397,00002215,00001588,00000532,00000000,00000352,00000000,00000000,00000000,00000461,00000000,00000017,00000000,                                                                                                    
R049,51ST STREET & LEXINGTON AVE   ,00054315,00003126,00000204,00000541,00000135,00021053,00032827,00000000,00000000,00000000,00000269,00001164,00000456,00000109,00005178,00001911,00000803,00000000,00001190,00000000,00000000,00000000,00000863,00000000,00000039,00000000,                                                                                                    
R050,59TH STREET & LEXINGTON AVE   ,00054630,00004216,00000280,00000766,00000278,00022039,00037438,00000000,00000000,00000000,00000341,00001234,00000672,00000374,00005450,00002260,00001070,00000000,00000726,00000000,00000000,00000000,00001581,00000000,00000037,00000000,                                                                                                    
R051,59TH STREET & LEXINGTON AVE   ,00067814,00005276,00000439,00001048,00000156,00039050,00050864,00000000,00000001,00000000,00000299,00001163,00000643,00000211,00006783,00002110,00001367,00000000,00000818,00000000,00000000,00000000,00003405,00000000,00000074,00000000,                                                                                                    
R052,WOODLAWN ROAD                 ,00009658,00000707,00000274,00000490,00000009,00010651,00006172,00000000,00000000,00000000,00000023,00000063,00000710,00000005,00000640,00000094,00000039,00000000,00000058,00000000,00000000,00000000,00001051,00000000,00000016,00000000,                                                                                                    
R053,149TH STREET & 3RD AVENUE     ,00038581,00002417,00000720,00001061,00000024,00046392,00021835,00000000,00000000,00000000,00000042,00000186,00001765,00000010,00003141,00000193,00000253,00000000,00000239,00000000,00000000,00000000,00007845,00000000,00000078,00000000,                                                                                                    
R054,FIFTH AVENUE & 42ND STREET    ,00030491,00001763,00000150,00000400,00000170,00012133,00022073,00000000,00000000,00000000,00000144,00000655,00000317,00000101,00002712,00001021,00000589,00000000,00000519,00000000,00000000,00000000,00000802,00000000,00000026,00000000,                                                                                                    
R055,MAIN STREET                   ,00087671,00009837,00001108,00005750,00000045,00057144,00096646,00000000,00000000,00000000,00000165,00000744,00002975,00000034,00004859,00001003,00000647,00000000,00000747,00000000,00000000,00000000,00009605,00000000,00000475,00000000,                                                                                                    
R056,NEVINS STREET                 ,00021441,00001868,00000349,00000549,00000015,00013340,00015112,00000000,00000000,00000000,00000107,00000176,00000550,00000034,00002380,00000435,00000438,00000000,00000262,00000000,00000000,00000000,00003055,00000000,00000046,00000000,                                                                                                    
R057,BARCLAYS CENTER               ,00101687,00006817,00001017,00001883,00002035,00046210,00066654,00000000,00000000,00000000,00000179,00000993,00001693,00002255,00008446,00003325,00001742,00000000,00001489,00000000,00000000,00000000,00014817,00000000,00000401,00000000,                                                                                                    
R058,BERGEN STREET                 ,00006948,00000554,00000064,00000146,00000003,00003058,00007259,00000000,00000000,00000000,00000015,00000116,00000103,00000003,00001245,00000314,00000278,00000000,00000113,00000000,00000000,00000000,00000799,00000000,00000005,00000000,                                                                                                    
R059,GRAND ARMY PLAZA              ,00014915,00002275,00000156,00000393,00000017,00005897,00013350,00000000,00000000,00000000,00000023,00000270,00000372,00000015,00002182,00000508,00000493,00000000,00000186,00000000,00000000,00000000,00002313,00000000,00000010,00000000,                                                                                                    
R060,EASTERN PARKWAY               ,00012179,00001346,00000138,00000254,00000007,00006222,00009791,00000000,00000000,00000000,00000008,00000146,00000309,00000004,00001572,00000288,00000332,00000000,00000282,00000000,00000000,00000000,00001387,00000000,00000018,00000000,                                                                                                    
R061,NOSTRAND AVENUE               ,00006652,00000583,00000128,00000164,00000000,00005772,00006178,00000000,00000000,00000000,00000005,00000056,00000338,00000006,00000852,00000100,00000156,00000000,00000108,00000000,00000000,00000000,00001786,00000000,00000024,00000000,                                                                                                    
R062,UTICA AVENUE                  ,00048841,00003365,00001146,00001506,00000009,00043267,00032873,00000000,00000000,00000000,00000053,00000396,00001569,00000030,00004787,00000327,00000680,00000000,00000257,00000000,00000001,00000000,00006840,00000000,00000289,00000000,                                                                                                    
R063,SUTTER AVENUE                 ,00010919,00000748,00000186,00000227,00000010,00008743,00005426,00000000,00000000,00000000,00000002,00000095,00000512,00000000,00000674,00000048,00000185,00000000,00000035,00000000,00000000,00000000,00003071,00000000,00000058,00000000,                                                                                                    
R064,SARATOGA AVENUE               ,00009120,00000535,00000130,00000162,00000002,00006452,00004487,00000000,00000000,00000000,00000005,00000073,00000305,00000000,00000581,00000051,00000090,00000000,00000037,00000000,00000000,00000000,00002614,00000000,00000019,00000000,                                                                                                    
R065,ROCKAWAY AVENUE               ,00007190,00000609,00000161,00000199,00000000,00005920,00003094,00000000,00000000,00000000,00000008,00000024,00000798,00000005,00000425,00000079,00000046,00000000,00000035,00000002,00000000,00000000,00003014,00000005,00000051,00000000,                                                                                                    
R066,JUNIUS STREET                 ,00002993,00000319,00000072,00000082,00000000,00003237,00001578,00000000,00000000,00000000,00000000,00000024,00000170,00000000,00000143,00000005,00000019,00000000,00000022,00000000,00000000,00000000,00001428,00000000,00000023,00000000,                                                                                                    
R067,PENNSYLVANIA AVENUE           ,00006715,00000494,00000134,00000167,00000002,00005416,00002740,00000000,00000000,00000000,00000012,00000040,00000295,00000000,00000449,00000031,00000068,00000000,00000016,00000000,00000000,00000000,00002472,00000000,00000033,00000000,                                                                                                    
R068,VAN SICLEN AVENUE             ,00004951,00000389,00000101,00000101,00000002,00003675,00002174,00000000,00000000,00000000,00000013,00000024,00000210,00000000,00000412,00000015,00000033,00000000,00000019,00000000,00000000,00000000,00001312,00000000,00000011,00000000,                                                                                                    
R069,NEW LOTS AVENUE               ,00007963,00000582,00000197,00000228,00000005,00007653,00004193,00000000,00000000,00000000,00000010,00000044,00000444,00000000,00000615,00000068,00000068,00000000,00000054,00000000,00000000,00000000,00002137,00000002,00000057,00000000,                                                                                                    
R070,ST GEORGE TERMINAL            ,00032620,00001813,00000098,00000408,00000018,00005394,00009533,00000000,00000000,00000000,00000242,00001176,00000240,00000002,00001176,00002030,00000136,00000000,00000123,00000000,00000000,00000000,00002597,00000000,00000016,00000000,                                                                                                    
R072,34TH STREET - HUDSON YARDS    ,00030438,00000845,00000099,00000217,00000132,00012577,00014157,00000000,00000000,00000000,00000147,00000355,00000234,00000050,00001918,00000852,00000383,00000000,00000542,00000000,00000000,00000000,00000481,00000000,00000022,00000000,                                                                                                    
R079,FIFTH AVENUE & 60TH STREET    ,00046096,00002876,00000194,00000531,00000194,00018384,00024547,00000000,00000000,00000000,00000292,00000842,00000588,00000305,00003886,00001813,00000742,00000000,00000760,00000000,00000000,00000000,00000889,00000000,00000040,00000000,                                                                                                    
R080,57TH STREET & 7TH AVENUE      ,00091226,00007268,00000450,00001416,00000161,00038795,00067923,00000000,00000000,00000000,00000365,00001583,00001241,00000261,00010656,00003589,00001942,00000000,00001621,00000000,00000000,00000000,00002549,00000000,00000094,00000000,                                                                                                    
R081,49TH STREET & 7TH AVENUE      ,00069708,00003276,00000356,00000810,00000091,00035506,00044329,00000000,00000000,00000000,00000281,00001371,00000714,00000075,00006750,00002040,00001023,00000000,00001812,00000000,00000000,00000000,00002089,00000000,00000070,00000000,                                                                                                    
R082,28TH STREET & BROADWAY        ,00031775,00001347,00000185,00000390,00000030,00016465,00024669,00000000,00000000,00000000,00000115,00000561,00000361,00000033,00002815,00000945,00000815,00000000,00000744,00000000,00000000,00000000,00000475,00000000,00000018,00000000,                                                                                                    
R083,23RD STREET & 5TH AVENUE      ,00057174,00002912,00000316,00000706,00000111,00026285,00044304,00000000,00000000,00000000,00000459,00001012,00000543,00000086,00005397,00002051,00001274,00000000,00001129,00000000,00000000,00000000,00001896,00000000,00000060,00000000,                                                                                                    
R084,59TH STREET/COLUMBUS CIRCLE   ,00169499,00013809,00001042,00002819,00000579,00083323,00110185,00000000,00000000,00000000,00000497,00002164,00002569,00000777,00013996,00005732,00003195,00000000,00003578,00000000,00000000,00000000,00011016,00000000,00000112,00000000,                                                                                                    
R085,8TH STREET & BROADWAY         ,00044523,00002985,00000156,00000523,00000077,00017304,00033218,00000000,00000000,00000000,00000127,00000741,00000360,00000082,00004338,00001520,00000751,00000000,00001011,00000000,00000000,00000000,00001559,00000000,00000034,00000000,                                                                                                    
R086,PRINCE STREET & BROADWAY      ,00046035,00001562,00000159,00000302,00000042,00021243,00028968,00000000,00000000,00000000,00000157,00000519,00000295,00000076,00003406,00001140,00000807,00000000,00001151,00000000,00000000,00000000,00001050,00000000,00000046,00000000,                                                                                                    
R087,CITY HALL                     ,00014692,00001183,00000108,00000324,00000013,00005812,00011053,00000000,00000000,00000000,00000134,00000284,00000208,00000024,00001400,00000589,00000307,00000000,00000260,00000000,00000000,00000000,00001226,00000000,00000011,00000000,                                                                                                    
R088,CORTLANDT STREET              ,00063732,00001795,00000153,00000327,00000063,00020469,00028501,00000000,00000000,00000000,00000272,00001167,00000471,00000062,00003799,00001778,00000926,00000000,00001542,00000000,00000000,00000000,00001076,00000000,00000029,00000000,                                                                                                    
R089,JAY ST-METROTECH              ,00009578,00000491,00000023,00000114,00000009,00003103,00006493,00000000,00000000,00000000,00000039,00000186,00000123,00000016,00000794,00000415,00000169,00000000,00000187,00000000,00000000,00000000,00000697,00000000,00000006,00000000,                                                                                                    
R090,39TH AVENUE & 31ST STREET     ,00008061,00000626,00000112,00000150,00000008,00006088,00006978,00000000,00000000,00000000,00000024,00000113,00000221,00000015,00000780,00000207,00000219,00000000,00000141,00000000,00000000,00000000,00000716,00000000,00000033,00000000,                                                                                                    
R092,BROADWAY & 31ST STREET        ,00027641,00001911,00000205,00000473,00000010,00013429,00030939,00000001,00000000,00000000,00000026,00000330,00000775,00000008,00004070,00000774,00001088,00000000,00000370,00000000,00000000,00000000,00003011,00000000,00000094,00000000,                                                                                                    
R094,ASTORIA BLVD & 31ST STREET    ,00029225,00001472,00000196,00000341,00000023,00015117,00030280,00000000,00000000,00000000,00000027,00000378,00000659,00000023,00004039,00000702,00000893,00000000,00000284,00000000,00000000,00000000,00002811,00000000,00000107,00000000,                                                                                                    
R095,DITMARS BLVD & 31ST STREET    ,00027559,00001580,00000161,00000284,00000016,00012339,00026191,00000000,00000000,00000000,00000016,00000464,00000776,00000015,00003569,00000647,00000631,00000000,00000298,00000000,00000000,00000000,00003092,00000000,00000099,00000000,                                                                                                    
R096,82ND STREET-JACKSON HEIGHTS   ,00032990,00003550,00000538,00000849,00000026,00028084,00021241,00000000,00000000,00000000,00000019,00000182,00001324,00000014,00001414,00000282,00000357,00000000,00000411,00000000,00000000,00000000,00004345,00000000,00000342,00000000,                                                                                                    
R097,JUNCTION BLVD-ROOSEVELT AVE   ,00050955,00002028,00000314,00000614,00000015,00046648,00021624,00000000,00000000,00000000,00000033,00000135,00000955,00000010,00001175,00000176,00000323,00000000,00000318,00000000,00000000,00000000,00006949,00000000,00000294,00000000,                                                                                                    
R098,CHURCH AVENUE                 ,00030172,00002571,00000640,00000835,00000015,00026674,00026330,00000000,00000000,00000000,00000033,00000309,00001106,00000012,00003497,00000271,00000694,00000000,00000310,00000000,00000000,00000000,00005095,00000000,00000307,00000000,                                                                                                    
R099,DEKALB AVENUE                 ,00041762,00002682,00000433,00001291,00000054,00020491,00042501,00000000,00000000,00000000,00000063,00000712,00000721,00000050,00005838,00001448,00000997,00000000,00000650,00000000,00000000,00000000,00008143,00000000,00000164,00000000,                                                                                                    
R100,METROPOLITAN AVENUE           ,00006058,00000415,00000078,00000193,00000002,00003858,00004001,00000000,00000000,00000000,00000005,00000080,00000119,00000001,00000374,00000176,00000054,00000000,00000027,00000000,00000000,00000000,00001186,00000000,00000023,00000000,                                                                                                    
R101,145TH STREET                  ,00037054,00002282,00000466,00000854,00000021,00039885,00040095,00000000,00000000,00000000,00000038,00000212,00000893,00000012,00004359,00000489,00000912,00000000,00000481,00000000,00000000,00000000,00005875,00000000,00000065,00000000,                                                                                                    
R102,125TH STREET                  ,00050998,00003564,00000835,00001424,00000059,00046145,00043867,00000000,00000000,00000000,00000090,00000336,00001772,00000041,00005372,00000771,00000993,00000000,00000748,00000000,00000000,00000000,00007382,00000000,00000086,00000000,                                                                                                    
R103,BROADWAY-EAST NEW YORK        ,00015120,00000851,00000331,00000508,00000014,00015016,00007762,00000000,00000000,00000001,00000018,00000054,00000647,00000009,00000957,00000078,00000082,00000000,00000178,00000000,00000000,00000000,00002595,00000000,00000066,00000000,                                                                                                    
R104,167TH ST-GRAND CONCOURSE      ,00017254,00000934,00000248,00000320,00000004,00021475,00010535,00000000,00000000,00000000,00000006,00000054,00000603,00000005,00001208,00000078,00000136,00000000,00000140,00000000,00000000,00000000,00003523,00000000,00000041,00000000,                                                                                                    
R105,14TH STREET & 7TH AVENUE      ,00052210,00005903,00000475,00001262,00000130,00025433,00036854,00000000,00000000,00000000,00000148,00000941,00000718,00000190,00005103,00002070,00001078,00000000,00000994,00000000,00000000,00000000,00003561,00000000,00000020,00000000,                                                                                                    
R106,CASTLE HILL AVENUE            ,00013113,00000737,00000133,00000194,00000005,00010332,00007270,00000000,00000000,00000000,00000039,00000116,00000442,00000003,00000987,00000102,00000082,00000000,00000044,00000000,00000000,00000000,00002592,00000000,00000018,00000000,                                                                                                    
R107,WESTCHESTER SQUARE            ,00009892,00000703,00000160,00000306,00000003,00008465,00005973,00000000,00000000,00000000,00000071,00000065,00000415,00000009,00000723,00000095,00000074,00000000,00000041,00000000,00000000,00000000,00002476,00000000,00000019,00000000,                                                                                                    
R108,BOROUGH HALL - COURT STREET   ,00079138,00008077,00000764,00001657,00000350,00030667,00056357,00000000,00000000,00000000,00000385,00001122,00001542,00000480,00008204,00002642,00001437,00000000,00000987,00000000,00000000,00000000,00006866,00000000,00000104,00000000,                                                                                                    
R109,CHURCH AVENUE & NOSTRAND AV   ,00018440,00001449,00000374,00000520,00000004,00014332,00010498,00000000,00000000,00000000,00000007,00000124,00000709,00000010,00001585,00000088,00000209,00000000,00000093,00000000,00000000,00000000,00002849,00000000,00000058,00000000,                                                                                                    
R110,FLATBUSH AVE & NOSTRAND AV    ,00029949,00002379,00000785,00000958,00000020,00023849,00021985,00000000,00000000,00000000,00000089,00000368,00000819,00000008,00003360,00000442,00000292,00000000,00000144,00000000,00000000,00000000,00004370,00000000,00000156,00000000,                                                                                                    
R111,23RD STREET & 8TH AVENUE      ,00051593,00004900,00000461,00001368,00000049,00026663,00038586,00000000,00000000,00000000,00000153,00000873,00000630,00000043,00004349,00001906,00001118,00000000,00001331,00000000,00000000,00000000,00004674,00000000,00000045,00000000,                                                                                                    
